Strain,Mutations,Number/ID,Levo Conc.,Date Recorded,Time,Well Number,Well Reading
BL21,Δ7,JOE6969,1.25 ng/mL,17-Nov,8:29,D3,0.116
BL21,wt,JOE2354,0.625 ng/mL,17-Nov,8:29,E2,0.536
BL21,Δ7,JOE6969,0.625 ng/mL,17-Nov,8:29,E3,0.122
BL21,wt,JOE2354,0.313 ng/mL,17-Nov,8:29,F2,0.875
BL21,Δ7,JOE6969,0.313 ng/mL,17-Nov,8:29,F3,0.217
BL21,wt,JOE2354,0.156 ng/mL,17-Nov,8:29,G2,0.985
BL21,Δ7,JOE6969,0.156 ng/mL,17-Nov,8:29,G3,0.412
BL21,wt,JOE2354,0 ng/mL,17-Nov,8:29,H2,1.019
BL21,Δ7,JOE6969,0 ng/mL,17-Nov,8:29,H3,0.676
BL21,wt,JOE2354,2.5 ng/mL,22-Nov,8:29,B2,0.109
BL21,Δ7,JOE6969,2.5 ng/mL,22-Nov,8:29,B3,0.151
BL21,wt,JOE2354,1.25 ng/mL,22-Nov,8:29,C2,0.128
BL21,Δ7,JOE6969,1.25 ng/mL,22-Nov,8:29,C3,0.104
BL21,wt,JOE2354,0.625 ng/mL,22-Nov,8:29,D2,0.54
BL21,Δ7,JOE6969,0.625 ng/mL,22-Nov,8:29,D3,0.111
BL21,wt,JOE2354,0.313 ng/mL,22-Nov,8:29,E2,0.872
BL21,Δ7,JOE6969,0.313 ng/mL,22-Nov,8:29,E3,0.159
BL21,wt,JOE2354,0.156 ng/mL,22-Nov,8:29,F2,0.948
BL21,Δ7,JOE6969,0.156 ng/mL,22-Nov,8:29,F3,0.296
BL21,wt,JOE2354,0.078 ng/mL,22-Nov,8:29,G2,0.973
BL21,Δ7,JOE6969,0.078 ng/mL,22-Nov,8:29,G3,0.382
BL21,wt,JOE2354,0 ng/mL,22-Nov,8:29,H2,0.978
BL21,Δ7,JOE6969,0 ng/mL,22-Nov,8:29,H3,0.506
BL21,wt,JOE2354,2.5 ng/mL,2-Dec,8:29,B2,0.114
BL21,Δ7,JOE6969,2.5 ng/mL,2-Dec,8:29,B3,0.149
BL21,wt,JOE2354,1.25 ng/mL,2-Dec,8:29,C2,0.155
BL21,Δ7,JOE6969,1.25 ng/mL,2-Dec,8:29,C3,0.106
BL21,wt,JOE2354,0.625 ng/mL,2-Dec,8:29,D2,0.683
BL21,Δ7,JOE6969,0.625 ng/mL,2-Dec,8:29,D3,0.113
BL21,wt,JOE2354,0.313 ng/mL,2-Dec,8:29,E2,0.897
BL21,Δ7,JOE6969,0.313 ng/mL,2-Dec,8:29,E3,0.202
BL21,wt,JOE2354,0.156 ng/mL,2-Dec,8:29,F2,0.981
BL21,Δ7,JOE6969,0.156 ng/mL,2-Dec,8:29,F3,0.36
BL21,wt,JOE2354,0.078 ng/mL,2-Dec,8:29,G2,1
BL21,Δ7,JOE6969,0.078 ng/mL,2-Dec,8:29,G3,0.48
BL21,wt,JOE2354,0 ng/mL,2-Dec,8:29,H2,0.989
BL21,Δ7,JOE6969,0 ng/mL,2-Dec,8:29,H3,0.603
BL21,wt,JOE2354,2.5 ng/mL,17-Nov,8:59,C2,0.123
BL21,Δ7,JOE6969,2.5 ng/mL,17-Nov,8:59,C3,0.19
BL21,wt,JOE2354,1.25 ng/mL,44882,8:59,D2,0.136
BL21,Δ7,JOE6969,1.25 ng/mL,17-Nov,8:59,D3,0.113
BL21,wt,JOE2354,0.625 ng/mL,17-Nov,8:59,E2,0.564
BL21,Δ7,JOE6969,0.625 ng/mL,17-Nov,8:59,E3,0.118
BL21,wt,JOE2354,0.313 ng/mL,17-Nov,8:59,F2,0.915
BL21,Δ7,JOE6969,0.313 ng/mL,17-Nov,8:59,F3,0.216
BL21,wt,JOE2354,0.156 ng/mL,17-Nov,8:59,G2,1.026
BL21,Δ7,JOE6969,0.156 ng/mL,17-Nov,8:59,G3,0.457
BL21,wt,JOE2354,0 ng/mL,17-Nov,8:59,H2,1.052
BL21,Δ7,JOE6969,0 ng/mL,17-Nov,8:59,H3,0.781
BL21,wt,JOE2354,2.5 ng/mL,22-Nov,8:59,B2,0.109
BL21,Δ7,JOE6969,2.5 ng/mL,22-Nov,8:59,B3,0.149
BL21,wt,JOE2354,1.25 ng/mL,22-Nov,8:59,C2,0.125
BL21,Δ7,JOE6969,1.25 ng/mL,22-Nov,8:59,C3,0.107
BL21,wt,JOE2354,0.625 ng/mL,22-Nov,8:59,D2,0.59
BL21,Δ7,JOE6969,0.625 ng/mL,22-Nov,8:59,D3,0.11
BL21,wt,JOE2354,0.313 ng/mL,22-Nov,8:59,E2,0.904
BL21,Δ7,JOE6969,0.313 ng/mL,22-Nov,8:59,E3,0.16
BL21,wt,JOE2354,0.156 ng/mL,22-Nov,8:59,F2,0.99
BL21,Δ7,JOE6969,0.156 ng/mL,22-Nov,8:59,F3,0.32
BL21,wt,JOE2354,0.078 ng/mL,22-Nov,8:59,G2,1.017
BL21,Δ7,JOE6969,0.078 ng/mL,22-Nov,8:59,G3,0.44
BL21,wt,JOE2354,0 ng/mL,22-Nov,8:59,H2,1.027
BL21,Δ7,JOE6969,0 ng/mL,22-Nov,8:59,H3,0.599
BL21,wt,JOE2354,2.5 ng/mL,2-Dec,8:59,B2,0.112
BL21,Δ7,JOE6969,2.5 ng/mL,2-Dec,8:59,B3,0.148
BL21,wt,JOE2354,1.25 ng/mL,2-Dec,8:59,C2,0.152
BL21,Δ7,JOE6969,1.25 ng/mL,2-Dec,8:59,C3,0.105
BL21,wt,JOE2354,0.625 ng/mL,2-Dec,8:59,D2,0.699
BL21,Δ7,JOE6969,0.625 ng/mL,2-Dec,8:59,D3,0.11
BL21,wt,JOE2354,0.313 ng/mL,2-Dec,8:59,E2,0.94
BL21,Δ7,JOE6969,0.313 ng/mL,2-Dec,8:59,E3,0.209
BL21,wt,JOE2354,0.156 ng/mL,2-Dec,8:59,F2,1.026
BL21,Δ7,JOE6969,0.156 ng/mL,2-Dec,8:59,F3,0.399
BL21,wt,JOE2354,0.078 ng/mL,2-Dec,8:59,G2,1.045
BL21,Δ7,JOE6969,0.078 ng/mL,2-Dec,8:59,G3,0.556
BL21,wt,JOE2354,0 ng/mL,2-Dec,8:59,H2,1.031
BL21,Δ7,JOE6969,0 ng/mL,2-Dec,8:59,H3,0.7
BL21,wt,JOE2354,2.5 ng/mL,17-Nov,9:29,C2,0.119
BL21,Δ7,JOE6969,2.5 ng/mL,17-Nov,9:29,C3,0.188
BL21,wt,JOE2354,1.25 ng/mL,44882,9:29,D2,0.131
BL21,Δ7,JOE6969,1.25 ng/mL,17-Nov,9:29,D3,0.112
BL21,wt,JOE2354,0.625 ng/mL,17-Nov,9:29,E2,0.585
BL21,Δ7,JOE6969,0.625 ng/mL,17-Nov,9:29,E3,0.116
BL21,wt,JOE2354,0.313 ng/mL,17-Nov,9:29,F2,0.952
BL21,Δ7,JOE6969,0.313 ng/mL,17-Nov,9:29,F3,0.222
BL21,wt,JOE2354,0.156 ng/mL,17-Nov,9:29,G2,1.061
BL21,Δ7,JOE6969,0.156 ng/mL,17-Nov,9:29,G3,0.51
BL21,wt,JOE2354,0 ng/mL,17-Nov,9:29,H2,1.077
BL21,Δ7,JOE6969,0 ng/mL,17-Nov,9:29,H3,0.838
BL21,wt,JOE2354,2.5 ng/mL,22-Nov,9:29,B2,0.108
BL21,Δ7,JOE6969,2.5 ng/mL,22-Nov,9:29,B3,0.148
BL21,wt,JOE2354,1.25 ng/mL,22-Nov,9:29,C2,0.121
BL21,Δ7,JOE6969,1.25 ng/mL,22-Nov,9:29,C3,0.102
BL21,wt,JOE2354,0.625 ng/mL,22-Nov,9:29,D2,0.613
BL21,Δ7,JOE6969,0.625 ng/mL,22-Nov,9:29,D3,0.108
BL21,wt,JOE2354,0.313 ng/mL,22-Nov,9:29,E2,0.937
BL21,Δ7,JOE6969,0.313 ng/mL,22-Nov,9:29,E3,0.162
BL21,wt,JOE2354,0.156 ng/mL,22-Nov,9:29,F2,1.032
BL21,Δ7,JOE6969,0.156 ng/mL,22-Nov,9:29,F3,0.376
BL21,wt,JOE2354,0.078 ng/mL,22-Nov,9:29,G2,1.048
BL21,Δ7,JOE6969,0.078 ng/mL,22-Nov,9:29,G3,0.503
BL21,wt,JOE2354,0 ng/mL,22-Nov,9:29,H2,1.051
BL21,Δ7,JOE6969,0 ng/mL,22-Nov,9:29,H3,0.694
BL21,wt,JOE2354,2.5 ng/mL,2-Dec,9:29,B2,0.111
BL21,Δ7,JOE6969,2.5 ng/mL,2-Dec,9:29,B3,0.146
BL21,wt,JOE2354,1.25 ng/mL,2-Dec,9:29,C2,0.149
BL21,Δ7,JOE6969,1.25 ng/mL,2-Dec,9:29,C3,0.104
BL21,wt,JOE2354,0.625 ng/mL,2-Dec,9:29,D2,0.729
BL21,Δ7,JOE6969,0.625 ng/mL,2-Dec,9:29,D3,0.109
BL21,wt,JOE2354,0.313 ng/mL,2-Dec,9:29,E2,0.989
BL21,Δ7,JOE6969,0.313 ng/mL,2-Dec,9:29,E3,0.221
BL21,wt,JOE2354,0.156 ng/mL,2-Dec,9:29,F2,1.061
BL21,Δ7,JOE6969,0.156 ng/mL,2-Dec,9:29,F3,0.451
BL21,wt,JOE2354,0.078 ng/mL,2-Dec,9:29,G2,1.074
BL21,Δ7,JOE6969,0.078 ng/mL,2-Dec,9:29,G3,0.639
BL21,wt,JOE2354,0 ng/mL,2-Dec,9:29,H2,1.057
BL21,Δ7,JOE6969,0 ng/mL,2-Dec,9:29,H3,0.774
BL21,wt,JOE2354,2.5 ng/mL,17-Nov,9:59,C2,0.118
BL21,Δ7,JOE6969,2.5 ng/mL,17-Nov,9:59,C3,0.187
BL21,wt,JOE2354,1.25 ng/mL,44882,9:59,D2,0.129
BL21,Δ7,JOE6969,1.25 ng/mL,17-Nov,9:59,D3,0.111
BL21,wt,JOE2354,0.625 ng/mL,17-Nov,9:59,E2,0.598
BL21,Δ7,JOE6969,0.625 ng/mL,17-Nov,9:59,E3,0.114
BL21,wt,JOE2354,0.313 ng/mL,17-Nov,9:59,F2,0.982
BL21,Δ7,JOE6969,0.313 ng/mL,17-Nov,9:59,F3,0.23
BL21,wt,JOE2354,0.156 ng/mL,17-Nov,9:59,G2,1.089
BL21,Δ7,JOE6969,0.156 ng/mL,17-Nov,9:59,G3,0.559
BL21,wt,JOE2354,0 ng/mL,17-Nov,9:59,H2,1.095
BL21,Δ7,JOE6969,0 ng/mL,17-Nov,9:59,H3,0.877
BL21,wt,JOE2354,2.5 ng/mL,22-Nov,9:59,B2,0.108
BL21,Δ7,JOE6969,2.5 ng/mL,22-Nov,9:59,B3,0.147
BL21,wt,JOE2354,1.25 ng/mL,22-Nov,9:59,C2,0.12
BL21,Δ7,JOE6969,1.25 ng/mL,22-Nov,9:59,C3,0.102
BL21,wt,JOE2354,0.625 ng/mL,22-Nov,9:59,D2,0.638
BL21,Δ7,JOE6969,0.625 ng/mL,22-Nov,9:59,D3,0.108
BL21,wt,JOE2354,0.313 ng/mL,22-Nov,9:59,E2,0.968
BL21,Δ7,JOE6969,0.313 ng/mL,22-Nov,9:59,E3,0.163
BL21,wt,JOE2354,0.156 ng/mL,22-Nov,9:59,F2,1.062
BL21,Δ7,JOE6969,0.156 ng/mL,22-Nov,9:59,F3,0.406
BL21,wt,JOE2354,0.078 ng/mL,22-Nov,9:59,G2,1.073
BL21,Δ7,JOE6969,0.078 ng/mL,22-Nov,9:59,G3,0.578
BL21,wt,JOE2354,0 ng/mL,22-Nov,9:59,H2,1.076
BL21,Δ7,JOE6969,0 ng/mL,22-Nov,9:59,H3,0.783
BL21,wt,JOE2354,2.5 ng/mL,2-Dec,9:59,B2,0.111
BL21,Δ7,JOE6969,2.5 ng/mL,2-Dec,9:59,B3,0.146
BL21,wt,JOE2354,1.25 ng/mL,2-Dec,9:59,C2,0.146
BL21,Δ7,JOE6969,1.25 ng/mL,2-Dec,9:59,C3,0.105
BL21,wt,JOE2354,0.625 ng/mL,2-Dec,9:59,D2,0.771
BL21,Δ7,JOE6969,0.625 ng/mL,2-Dec,9:59,D3,0.108
BL21,wt,JOE2354,0.313 ng/mL,2-Dec,9:59,E2,1.024
BL21,Δ7,JOE6969,0.313 ng/mL,2-Dec,9:59,E3,0.238
BL21,wt,JOE2354,0.156 ng/mL,2-Dec,9:59,F2,1.09
BL21,Δ7,JOE6969,0.156 ng/mL,2-Dec,9:59,F3,0.505
BL21,wt,JOE2354,0.078 ng/mL,2-Dec,9:59,G2,1.096
BL21,Δ7,JOE6969,0.078 ng/mL,2-Dec,9:59,G3,0.734
BL21,wt,JOE2354,0 ng/mL,2-Dec,9:59,H2,1.077
BL21,Δ7,JOE6969,0 ng/mL,2-Dec,9:59,H3,0.834
BL21,wt,JOE2354,2.5 ng/mL,17-Nov,10:29,C2,0.117
BL21,Δ7,JOE6969,2.5 ng/mL,17-Nov,10:29,C3,0.186
BL21,wt,JOE2354,1.25 ng/mL,44882,10:29,D2,0.129
BL21,Δ7,JOE6969,1.25 ng/mL,17-Nov,10:29,D3,0.11
BL21,wt,JOE2354,0.625 ng/mL,17-Nov,10:29,E2,0.62
BL21,Δ7,JOE6969,0.625 ng/mL,17-Nov,10:29,E3,0.113
BL21,wt,JOE2354,0.313 ng/mL,17-Nov,10:29,F2,1.013
BL21,Δ7,JOE6969,0.313 ng/mL,17-Nov,10:29,F3,0.24
BL21,wt,JOE2354,0.156 ng/mL,17-Nov,10:29,G2,1.103
BL21,Δ7,JOE6969,0.156 ng/mL,17-Nov,10:29,G3,0.622
BL21,wt,JOE2354,0 ng/mL,17-Nov,10:29,H2,1.107
BL21,Δ7,JOE6969,0 ng/mL,17-Nov,10:29,H3,0.914
BL21,wt,JOE2354,2.5 ng/mL,22-Nov,10:29,B2,0.108
BL21,Δ7,JOE6969,2.5 ng/mL,22-Nov,10:29,B3,0.145
BL21,wt,JOE2354,1.25 ng/mL,22-Nov,10:29,C2,0.118
BL21,Δ7,JOE6969,1.25 ng/mL,22-Nov,10:29,C3,0.102
BL21,wt,JOE2354,0.625 ng/mL,22-Nov,10:29,D2,0.672
BL21,Δ7,JOE6969,0.625 ng/mL,22-Nov,10:29,D3,0.107
BL21,wt,JOE2354,0.313 ng/mL,22-Nov,10:29,E2,1.01
BL21,Δ7,JOE6969,0.313 ng/mL,22-Nov,10:29,E3,0.17
BL21,wt,JOE2354,0.156 ng/mL,22-Nov,10:29,F2,1.087
BL21,Δ7,JOE6969,0.156 ng/mL,22-Nov,10:29,F3,0.471
BL21,wt,JOE2354,0.078 ng/mL,22-Nov,10:29,G2,1.094
BL21,Δ7,JOE6969,0.078 ng/mL,22-Nov,10:29,G3,0.664
BL21,wt,JOE2354,0 ng/mL,22-Nov,10:29,H2,1.094
BL21,Δ7,JOE6969,0 ng/mL,22-Nov,10:29,H3,0.844
BL21,wt,JOE2354,2.5 ng/mL,2-Dec,10:29,B2,0.11
BL21,Δ7,JOE6969,2.5 ng/mL,2-Dec,10:29,B3,0.144
BL21,wt,JOE2354,1.25 ng/mL,2-Dec,10:29,C2,0.144
BL21,Δ7,JOE6969,1.25 ng/mL,2-Dec,10:29,C3,0.104
BL21,wt,JOE2354,0.625 ng/mL,2-Dec,10:29,D2,0.787
BL21,Δ7,JOE6969,0.625 ng/mL,2-Dec,10:29,D3,0.107
BL21,wt,JOE2354,0.313 ng/mL,2-Dec,10:29,E2,1.05
BL21,Δ7,JOE6969,0.313 ng/mL,2-Dec,10:29,E3,0.253
BL21,wt,JOE2354,0.156 ng/mL,2-Dec,10:29,F2,1.105
BL21,Δ7,JOE6969,0.156 ng/mL,2-Dec,10:29,F3,0.569
BL21,wt,JOE2354,0.078 ng/mL,2-Dec,10:29,G2,1.109
BL21,Δ7,JOE6969,0.078 ng/mL,2-Dec,10:29,G3,0.785
BL21,wt,JOE2354,0 ng/mL,2-Dec,10:29,H2,1.087
BL21,Δ7,JOE6969,0 ng/mL,2-Dec,10:29,H3,0.88
BL21,wt,JOE2354,2.5 ng/mL,17-Nov,10:59,C2,0.115
BL21,Δ7,JOE6969,2.5 ng/mL,17-Nov,10:59,C3,0.184
BL21,wt,JOE2354,1.25 ng/mL,44882,10:59,D2,0.125
BL21,Δ7,JOE6969,1.25 ng/mL,17-Nov,10:59,D3,0.11
BL21,wt,JOE2354,0.625 ng/mL,17-Nov,10:59,E2,0.634
BL21,Δ7,JOE6969,0.625 ng/mL,17-Nov,10:59,E3,0.112
BL21,wt,JOE2354,0.313 ng/mL,17-Nov,10:59,F2,1.039
BL21,Δ7,JOE6969,0.313 ng/mL,17-Nov,10:59,F3,0.25
BL21,wt,JOE2354,0.156 ng/mL,17-Nov,10:59,G2,1.114
BL21,Δ7,JOE6969,0.156 ng/mL,17-Nov,10:59,G3,0.689
BL21,wt,JOE2354,0 ng/mL,17-Nov,10:59,H2,1.115
BL21,Δ7,JOE6969,0 ng/mL,17-Nov,10:59,H3,0.959
BL21,wt,JOE2354,2.5 ng/mL,22-Nov,10:59,B2,0.107
BL21,Δ7,JOE6969,2.5 ng/mL,22-Nov,10:59,B3,0.144
BL21,wt,JOE2354,1.25 ng/mL,22-Nov,10:59,C2,0.117
BL21,Δ7,JOE6969,1.25 ng/mL,22-Nov,10:59,C3,0.102
BL21,wt,JOE2354,0.625 ng/mL,22-Nov,10:59,D2,0.693
BL21,Δ7,JOE6969,0.625 ng/mL,22-Nov,10:59,D3,0.107
BL21,wt,JOE2354,0.313 ng/mL,22-Nov,10:59,E2,1.033
BL21,Δ7,JOE6969,0.313 ng/mL,22-Nov,10:59,E3,0.174
BL21,wt,JOE2354,0.156 ng/mL,22-Nov,10:59,F2,1.102
BL21,Δ7,JOE6969,0.156 ng/mL,22-Nov,10:59,F3,0.53
BL21,wt,JOE2354,0.078 ng/mL,22-Nov,10:59,G2,1.106
BL21,Δ7,JOE6969,0.078 ng/mL,22-Nov,10:59,G3,0.745
BL21,wt,JOE2354,0 ng/mL,22-Nov,10:59,H2,1.105
BL21,Δ7,JOE6969,0 ng/mL,22-Nov,10:59,H3,0.881
BL21,wt,JOE2354,2.5 ng/mL,2-Dec,10:59,B2,0.11
BL21,Δ7,JOE6969,2.5 ng/mL,2-Dec,10:59,B3,0.143
BL21,wt,JOE2354,1.25 ng/mL,2-Dec,10:59,C2,0.143
BL21,Δ7,JOE6969,1.25 ng/mL,2-Dec,10:59,C3,0.104
BL21,wt,JOE2354,0.625 ng/mL,2-Dec,10:59,D2,0.807
BL21,Δ7,JOE6969,0.625 ng/mL,2-Dec,10:59,D3,0.107
BL21,wt,JOE2354,0.313 ng/mL,2-Dec,10:59,E2,1.066
BL21,Δ7,JOE6969,0.313 ng/mL,2-Dec,10:59,E3,0.282
BL21,wt,JOE2354,0.156 ng/mL,2-Dec,10:59,F2,1.114
BL21,Δ7,JOE6969,0.156 ng/mL,2-Dec,10:59,F3,0.659
BL21,wt,JOE2354,0.078 ng/mL,2-Dec,10:59,G2,1.117
BL21,Δ7,JOE6969,0.078 ng/mL,2-Dec,10:59,G3,0.816
BL21,wt,JOE2354,0 ng/mL,2-Dec,10:59,H2,1.096
BL21,Δ7,JOE6969,0 ng/mL,2-Dec,10:59,H3,0.914
BL21,wt,JOE2354,2.5 ng/mL,17-Nov,11:29,C2,0.114
BL21,Δ7,JOE6969,2.5 ng/mL,17-Nov,11:29,C3,0.184
BL21,wt,JOE2354,1.25 ng/mL,44882,11:29,D2,0.123
BL21,Δ7,JOE6969,1.25 ng/mL,17-Nov,11:29,D3,0.11
BL21,wt,JOE2354,0.625 ng/mL,17-Nov,11:29,E2,0.647
BL21,Δ7,JOE6969,0.625 ng/mL,17-Nov,11:29,E3,0.111
BL21,wt,JOE2354,0.313 ng/mL,17-Nov,11:29,F2,1.054
BL21,Δ7,JOE6969,0.313 ng/mL,17-Nov,11:29,F3,0.263
BL21,wt,JOE2354,0.156 ng/mL,17-Nov,11:29,G2,1.121
BL21,Δ7,JOE6969,0.156 ng/mL,17-Nov,11:29,G3,0.719
BL21,wt,JOE2354,0 ng/mL,17-Nov,11:29,H2,1.121
BL21,Δ7,JOE6969,0 ng/mL,17-Nov,11:29,H3,0.989
BL21,wt,JOE2354,2.5 ng/mL,22-Nov,11:29,B2,0.107
BL21,Δ7,JOE6969,2.5 ng/mL,22-Nov,11:29,B3,0.144
BL21,wt,JOE2354,1.25 ng/mL,22-Nov,11:29,C2,0.117
BL21,Δ7,JOE6969,1.25 ng/mL,22-Nov,11:29,C3,0.102
BL21,wt,JOE2354,0.625 ng/mL,22-Nov,11:29,D2,0.717
BL21,Δ7,JOE6969,0.625 ng/mL,22-Nov,11:29,D3,0.107
BL21,wt,JOE2354,0.313 ng/mL,22-Nov,11:29,E2,1.049
BL21,Δ7,JOE6969,0.313 ng/mL,22-Nov,11:29,E3,0.182
BL21,wt,JOE2354,0.156 ng/mL,22-Nov,11:29,F2,1.109
BL21,Δ7,JOE6969,0.156 ng/mL,22-Nov,11:29,F3,0.577
BL21,wt,JOE2354,0.078 ng/mL,22-Nov,11:29,G2,1.115
BL21,Δ7,JOE6969,0.078 ng/mL,22-Nov,11:29,G3,0.783
BL21,wt,JOE2354,0 ng/mL,22-Nov,11:29,H2,1.113
BL21,Δ7,JOE6969,0 ng/mL,22-Nov,11:29,H3,0.921
BL21,wt,JOE2354,2.5 ng/mL,2-Dec,11:29,B2,0.111
BL21,Δ7,JOE6969,2.5 ng/mL,2-Dec,11:29,B3,0.143
BL21,wt,JOE2354,1.25 ng/mL,2-Dec,11:29,C2,0.142
BL21,Δ7,JOE6969,1.25 ng/mL,2-Dec,11:29,C3,0.104
BL21,wt,JOE2354,0.625 ng/mL,2-Dec,11:29,D2,0.826
BL21,Δ7,JOE6969,0.625 ng/mL,2-Dec,11:29,D3,0.107
BL21,wt,JOE2354,0.313 ng/mL,2-Dec,11:29,E2,1.074
BL21,Δ7,JOE6969,0.313 ng/mL,2-Dec,11:29,E3,0.299
BL21,wt,JOE2354,0.156 ng/mL,2-Dec,11:29,F2,1.121
BL21,Δ7,JOE6969,0.156 ng/mL,2-Dec,11:29,F3,0.707
BL21,wt,JOE2354,0.078 ng/mL,2-Dec,11:29,G2,1.125
BL21,Δ7,JOE6969,0.078 ng/mL,2-Dec,11:29,G3,0.845
BL21,wt,JOE2354,0 ng/mL,2-Dec,11:29,H2,1.101
BL21,Δ7,JOE6969,0 ng/mL,2-Dec,11:29,H3,0.953
BL21,wt,JOE2354,2.5 ng/mL,17-Nov,11:59,C2,0.113
BL21,Δ7,JOE6969,2.5 ng/mL,17-Nov,11:59,C3,0.179
BL21,wt,JOE2354,1.25 ng/mL,44882,11:59,D2,0.122
BL21,Δ7,JOE6969,1.25 ng/mL,17-Nov,11:59,D3,0.109
BL21,wt,JOE2354,0.625 ng/mL,17-Nov,11:59,E2,0.66
BL21,Δ7,JOE6969,0.625 ng/mL,17-Nov,11:59,E3,0.111
BL21,wt,JOE2354,0.313 ng/mL,17-Nov,11:59,F2,1.067
BL21,Δ7,JOE6969,0.313 ng/mL,17-Nov,11:59,F3,0.275
BL21,wt,JOE2354,0.156 ng/mL,17-Nov,11:59,G2,1.127
BL21,Δ7,JOE6969,0.156 ng/mL,17-Nov,11:59,G3,0.737
BL21,wt,JOE2354,0 ng/mL,17-Nov,11:59,H2,1.126
BL21,Δ7,JOE6969,0 ng/mL,17-Nov,11:59,H3,1.011
BL21,wt,JOE2354,2.5 ng/mL,22-Nov,11:59,B2,0.106
BL21,Δ7,JOE6969,2.5 ng/mL,22-Nov,11:59,B3,0.142
BL21,wt,JOE2354,1.25 ng/mL,22-Nov,11:59,C2,0.116
BL21,Δ7,JOE6969,1.25 ng/mL,22-Nov,11:59,C3,0.102
BL21,wt,JOE2354,0.625 ng/mL,22-Nov,11:59,D2,0.735
BL21,Δ7,JOE6969,0.625 ng/mL,22-Nov,11:59,D3,0.107
BL21,wt,JOE2354,0.313 ng/mL,22-Nov,11:59,E2,1.06
BL21,Δ7,JOE6969,0.313 ng/mL,22-Nov,11:59,E3,0.193
BL21,wt,JOE2354,0.156 ng/mL,22-Nov,11:59,F2,1.117
BL21,Δ7,JOE6969,0.156 ng/mL,22-Nov,11:59,F3,0.646
BL21,wt,JOE2354,0.078 ng/mL,22-Nov,11:59,G2,1.121
BL21,Δ7,JOE6969,0.078 ng/mL,22-Nov,11:59,G3,0.814
BL21,wt,JOE2354,0 ng/mL,22-Nov,11:59,H2,1.117
BL21,Δ7,JOE6969,0 ng/mL,22-Nov,11:59,H3,0.962
BL21,wt,JOE2354,2.5 ng/mL,2-Dec,11:59,B2,0.11
BL21,Δ7,JOE6969,2.5 ng/mL,2-Dec,11:59,B3,0.14
BL21,wt,JOE2354,1.25 ng/mL,2-Dec,11:59,C2,0.142
BL21,Δ7,JOE6969,1.25 ng/mL,2-Dec,11:59,C3,0.104
BL21,wt,JOE2354,0.625 ng/mL,2-Dec,11:59,D2,0.849
BL21,Δ7,JOE6969,0.625 ng/mL,2-Dec,11:59,D3,0.107
BL21,wt,JOE2354,0.313 ng/mL,2-Dec,11:59,E2,1.081
BL21,Δ7,JOE6969,0.313 ng/mL,2-Dec,11:59,E3,0.317
BL21,wt,JOE2354,0.156 ng/mL,2-Dec,11:59,F2,1.126
BL21,Δ7,JOE6969,0.156 ng/mL,2-Dec,11:59,F3,0.736
BL21,wt,JOE2354,0.078 ng/mL,2-Dec,11:59,G2,1.131
BL21,Δ7,JOE6969,0.078 ng/mL,2-Dec,11:59,G3,0.876
BL21,wt,JOE2354,0 ng/mL,2-Dec,11:59,H2,1.107
BL21,Δ7,JOE6969,0 ng/mL,2-Dec,11:59,H3,0.979
BL21,wt,JOE2354,2.5 ng/mL,17-Nov,12:29,C2,0.112
BL21,Δ7,JOE6969,2.5 ng/mL,17-Nov,12:29,C3,0.177
BL21,wt,JOE2354,1.25 ng/mL,44882,12:29,D2,0.121
BL21,Δ7,JOE6969,1.25 ng/mL,17-Nov,12:29,D3,0.109
BL21,wt,JOE2354,0.625 ng/mL,17-Nov,12:29,E2,0.679
BL21,Δ7,JOE6969,0.625 ng/mL,17-Nov,12:29,E3,0.111
BL21,wt,JOE2354,0.313 ng/mL,17-Nov,12:29,F2,1.079
BL21,Δ7,JOE6969,0.313 ng/mL,17-Nov,12:29,F3,0.29
BL21,wt,JOE2354,0.156 ng/mL,17-Nov,12:29,G2,1.133
BL21,Δ7,JOE6969,0.156 ng/mL,17-Nov,12:29,G3,0.77
BL21,wt,JOE2354,0 ng/mL,17-Nov,12:29,H2,1.132
BL21,Δ7,JOE6969,0 ng/mL,17-Nov,12:29,H3,1.024
BL21,wt,JOE2354,2.5 ng/mL,22-Nov,12:29,B2,0.107
BL21,Δ7,JOE6969,2.5 ng/mL,22-Nov,12:29,B3,0.141
BL21,wt,JOE2354,1.25 ng/mL,22-Nov,12:29,C2,0.116
BL21,Δ7,JOE6969,1.25 ng/mL,22-Nov,12:29,C3,0.102
BL21,wt,JOE2354,0.625 ng/mL,22-Nov,12:29,D2,0.755
BL21,Δ7,JOE6969,0.625 ng/mL,22-Nov,12:29,D3,0.107
BL21,wt,JOE2354,0.313 ng/mL,22-Nov,12:29,E2,1.062
BL21,Δ7,JOE6969,0.313 ng/mL,22-Nov,12:29,E3,0.2
BL21,wt,JOE2354,0.156 ng/mL,22-Nov,12:29,F2,1.123
BL21,Δ7,JOE6969,0.156 ng/mL,22-Nov,12:29,F3,0.688
BL21,wt,JOE2354,0.078 ng/mL,22-Nov,12:29,G2,1.125
BL21,Δ7,JOE6969,0.078 ng/mL,22-Nov,12:29,G3,0.845
BL21,wt,JOE2354,0 ng/mL,22-Nov,12:29,H2,1.124
BL21,Δ7,JOE6969,0 ng/mL,22-Nov,12:29,H3,0.993
