Strain,Mutations,Number/ID,Tet Conc.,Date Recorded,Time,Well Number,Well Reading
BW25113,ΔacrAB::kan,JOE6974,0 ng/mL,9/13/2022,17:59,H6,1.249
BW25113,ΔacrAB,JOE6975,0 ng/mL,9/13/2022,17:59,H7,1.265
BW25113,ΔacrAB ΔmdtK,JOE7051,0 ng/mL,9/13/2022,17:59,H8,1.39
BW25113,ΔacrAB ΔmdtK,JOE7052,0 ng/mL,9/13/2022,17:59,H9,1.396
BW25113,wt,JOE6970,625 ng/mL,7/25/2022,18:29,C4,0.49
BW25113,ΔmdtK::kan,JOE6971,625 ng/mL,7/25/2022,18:29,C5,0.455
BW25113,ΔacrAB::kan,JOE6974,625 ng/mL,7/25/2022,18:29,C6,0.096
BW25113,ΔacrAB,JOE6975,625 ng/mL,7/25/2022,18:29,C7,0.101
BW25113,ΔacrAB ΔmdtK,JOE7051,625 ng/mL,7/25/2022,18:29,C8,0.1
BW25113,ΔacrAB ΔmdtK,JOE7052,625 ng/mL,7/25/2022,18:29,C9,0.101
BW25113,wt,JOE6970,313 ng/mL,7/25/2022,18:29,D4,0.984
BW25113,ΔmdtK::kan,JOE6971,313 ng/mL,7/25/2022,18:29,D5,0.95
BW25113,ΔacrAB::kan,JOE6974,313 ng/mL,7/25/2022,18:29,D6,0.111
BW25113,ΔacrAB,JOE6975,313 ng/mL,7/25/2022,18:29,D7,0.117
BW25113,ΔacrAB ΔmdtK,JOE7051,313 ng/mL,7/25/2022,18:29,D8,0.112
BW25113,ΔacrAB ΔmdtK,JOE7052,313 ng/mL,7/25/2022,18:29,D9,0.116
BW25113,wt,JOE6970,156 ng/mL,7/25/2022,18:29,E4,1.207
BW25113,ΔmdtK::kan,JOE6971,156 ng/mL,7/25/2022,18:29,E5,1.139
BW25113,ΔacrAB::kan,JOE6974,156 ng/mL,7/25/2022,18:29,E6,0.575
BW25113,ΔacrAB,JOE6975,156 ng/mL,7/25/2022,18:29,E7,0.24
BW25113,ΔacrAB ΔmdtK,JOE7051,156 ng/mL,7/25/2022,18:29,E8,0.208
BW25113,ΔacrAB ΔmdtK,JOE7052,156 ng/mL,7/25/2022,18:29,E9,0.214
BW25113,wt,JOE6970,78 ng/mL,7/25/2022,18:29,F4,1.299
BW25113,ΔmdtK::kan,JOE6971,78 ng/mL,7/25/2022,18:29,F5,1.236
BW25113,ΔacrAB::kan,JOE6974,78 ng/mL,7/25/2022,18:29,F6,1.045
BW25113,ΔacrAB,JOE6975,78 ng/mL,7/25/2022,18:29,F7,0.989
BW25113,ΔacrAB ΔmdtK,JOE7051,78 ng/mL,7/25/2022,18:29,F8,0.947
BW25113,ΔacrAB ΔmdtK,JOE7052,78 ng/mL,7/25/2022,18:29,F9,0.963
BW25113,wt,JOE6970,0 ng/mL,7/25/2022,18:29,H4,1.361
BW25113,ΔmdtK::kan,JOE6971,0 ng/mL,7/25/2022,18:29,H5,1.319
BW25113,ΔacrAB::kan,JOE6974,0 ng/mL,7/25/2022,18:29,H6,1.232
BW25113,ΔacrAB,JOE6975,0 ng/mL,7/25/2022,18:29,H7,1.288
BW25113,ΔacrAB ΔmdtK,JOE7051,0 ng/mL,7/25/2022,18:29,H8,1.436
BW25113,ΔacrAB ΔmdtK,JOE7052,0 ng/mL,7/25/2022,18:29,H9,1.422
BW25113,wt,JOE6970,625 ng/mL,9/13/2022,18:29,C4,0.499
BW25113,ΔmdtK::kan,JOE6971,625 ng/mL,9/13/2022,18:29,C5,0.437
BW25113,ΔacrAB::kan,JOE6974,625 ng/mL,9/13/2022,18:29,C6,0.099
BW25113,ΔacrAB,JOE6975,625 ng/mL,9/13/2022,18:29,C7,0.099
BW25113,ΔacrAB ΔmdtK,JOE7051,625 ng/mL,9/13/2022,18:29,C8,0.098
BW25113,ΔacrAB ΔmdtK,JOE7052,625 ng/mL,9/13/2022,18:29,C9,0.1
BW25113,wt,JOE6970,313 ng/mL,9/13/2022,18:29,D4,1.074
BW25113,ΔmdtK::kan,JOE6971,313 ng/mL,9/13/2022,18:29,D5,0.994
BW25113,ΔacrAB::kan,JOE6974,313 ng/mL,9/13/2022,18:29,D6,0.113
BW25113,ΔacrAB,JOE6975,313 ng/mL,9/13/2022,18:29,D7,0.113
BW25113,ΔacrAB ΔmdtK,JOE7051,313 ng/mL,9/13/2022,18:29,D8,0.121
BW25113,ΔacrAB ΔmdtK,JOE7052,313 ng/mL,9/13/2022,18:29,D9,0.118
BW25113,wt,JOE6970,156 ng/mL,9/13/2022,18:29,E4,1.224
BW25113,ΔmdtK::kan,JOE6971,156 ng/mL,9/13/2022,18:29,E5,1.125
BW25113,ΔacrAB::kan,JOE6974,156 ng/mL,9/13/2022,18:29,E6,0.224
BW25113,ΔacrAB,JOE6975,156 ng/mL,9/13/2022,18:29,E7,0.211
BW25113,ΔacrAB ΔmdtK,JOE7051,156 ng/mL,9/13/2022,18:29,E8,0.236
BW25113,ΔacrAB ΔmdtK,JOE7052,156 ng/mL,9/13/2022,18:29,E9,0.212
BW25113,wt,JOE6970,78 ng/mL,9/13/2022,18:29,F4,1.301
BW25113,ΔmdtK::kan,JOE6971,78 ng/mL,9/13/2022,18:29,F5,1.209
BW25113,ΔacrAB::kan,JOE6974,78 ng/mL,9/13/2022,18:29,F6,0.989
BW25113,ΔacrAB,JOE6975,78 ng/mL,9/13/2022,18:29,F7,1.023
BW25113,ΔacrAB ΔmdtK,JOE7051,78 ng/mL,9/13/2022,18:29,F8,1.052
BW25113,ΔacrAB ΔmdtK,JOE7052,78 ng/mL,9/13/2022,18:29,F9,0.991
BW25113,wt,JOE6970,0 ng/mL,9/13/2022,18:29,H4,1.312
BW25113,ΔmdtK::kan,JOE6971,0 ng/mL,9/13/2022,18:29,H5,1.345
BW25113,ΔacrAB::kan,JOE6974,0 ng/mL,9/13/2022,18:29,H6,1.251
BW25113,ΔacrAB,JOE6975,0 ng/mL,9/13/2022,18:29,H7,1.266
BW25113,ΔacrAB ΔmdtK,JOE7051,0 ng/mL,9/13/2022,18:29,H8,1.39
BW25113,ΔacrAB ΔmdtK,JOE7052,0 ng/mL,9/13/2022,18:29,H9,1.396
BW25113,wt,JOE6970,625 ng/mL,7/25/2022,18:59,C4,0.499
BW25113,ΔmdtK::kan,JOE6971,625 ng/mL,7/25/2022,18:59,C5,0.471
BW25113,ΔacrAB::kan,JOE6974,625 ng/mL,7/25/2022,18:59,C6,0.096
BW25113,ΔacrAB,JOE6975,625 ng/mL,7/25/2022,18:59,C7,0.102
BW25113,ΔacrAB ΔmdtK,JOE7051,625 ng/mL,7/25/2022,18:59,C8,0.1
BW25113,ΔacrAB ΔmdtK,JOE7052,625 ng/mL,7/25/2022,18:59,C9,0.101
BW25113,wt,JOE6970,313 ng/mL,7/25/2022,18:59,D4,1.013
BW25113,ΔmdtK::kan,JOE6971,313 ng/mL,7/25/2022,18:59,D5,0.974
BW25113,ΔacrAB::kan,JOE6974,313 ng/mL,7/25/2022,18:59,D6,0.113
BW25113,ΔacrAB,JOE6975,313 ng/mL,7/25/2022,18:59,D7,0.118
BW25113,ΔacrAB ΔmdtK,JOE7051,313 ng/mL,7/25/2022,18:59,D8,0.113
BW25113,ΔacrAB ΔmdtK,JOE7052,313 ng/mL,7/25/2022,18:59,D9,0.116
BW25113,wt,JOE6970,156 ng/mL,7/25/2022,18:59,E4,1.209
BW25113,ΔmdtK::kan,JOE6971,156 ng/mL,7/25/2022,18:59,E5,1.145
BW25113,ΔacrAB::kan,JOE6974,156 ng/mL,7/25/2022,18:59,E6,0.622
BW25113,ΔacrAB,JOE6975,156 ng/mL,7/25/2022,18:59,E7,0.255
BW25113,ΔacrAB ΔmdtK,JOE7051,156 ng/mL,7/25/2022,18:59,E8,0.219
BW25113,ΔacrAB ΔmdtK,JOE7052,156 ng/mL,7/25/2022,18:59,E9,0.227
BW25113,wt,JOE6970,78 ng/mL,7/25/2022,18:59,F4,1.301
BW25113,ΔmdtK::kan,JOE6971,78 ng/mL,7/25/2022,18:59,F5,1.236
BW25113,ΔacrAB::kan,JOE6974,78 ng/mL,7/25/2022,18:59,F6,1.07
BW25113,ΔacrAB,JOE6975,78 ng/mL,7/25/2022,18:59,F7,1.018
BW25113,ΔacrAB ΔmdtK,JOE7051,78 ng/mL,7/25/2022,18:59,F8,0.98
BW25113,ΔacrAB ΔmdtK,JOE7052,78 ng/mL,7/25/2022,18:59,F9,0.996
BW25113,wt,JOE6970,0 ng/mL,7/25/2022,18:59,H4,1.361
BW25113,ΔmdtK::kan,JOE6971,0 ng/mL,7/25/2022,18:59,H5,1.318
BW25113,ΔacrAB::kan,JOE6974,0 ng/mL,7/25/2022,18:59,H6,1.233
BW25113,ΔacrAB,JOE6975,0 ng/mL,7/25/2022,18:59,H7,1.289
BW25113,ΔacrAB ΔmdtK,JOE7051,0 ng/mL,7/25/2022,18:59,H8,1.438
BW25113,ΔacrAB ΔmdtK,JOE7052,0 ng/mL,7/25/2022,18:59,H9,1.423
BW25113,wt,JOE6970,625 ng/mL,9/13/2022,18:59,C4,0.519
BW25113,ΔmdtK::kan,JOE6971,625 ng/mL,9/13/2022,18:59,C5,0.448
BW25113,ΔacrAB::kan,JOE6974,625 ng/mL,9/13/2022,18:59,C6,0.099
BW25113,ΔacrAB,JOE6975,625 ng/mL,9/13/2022,18:59,C7,0.099
BW25113,ΔacrAB ΔmdtK,JOE7051,625 ng/mL,9/13/2022,18:59,C8,0.098
BW25113,ΔacrAB ΔmdtK,JOE7052,625 ng/mL,9/13/2022,18:59,C9,0.1
BW25113,wt,JOE6970,313 ng/mL,9/13/2022,18:59,D4,1.087
BW25113,ΔmdtK::kan,JOE6971,313 ng/mL,9/13/2022,18:59,D5,1.009
BW25113,ΔacrAB::kan,JOE6974,313 ng/mL,9/13/2022,18:59,D6,0.114
BW25113,ΔacrAB,JOE6975,313 ng/mL,9/13/2022,18:59,D7,0.114
BW25113,ΔacrAB ΔmdtK,JOE7051,313 ng/mL,9/13/2022,18:59,D8,0.122
BW25113,ΔacrAB ΔmdtK,JOE7052,313 ng/mL,9/13/2022,18:59,D9,0.118
BW25113,wt,JOE6970,156 ng/mL,9/13/2022,18:59,E4,1.229
BW25113,ΔmdtK::kan,JOE6971,156 ng/mL,9/13/2022,18:59,E5,1.126
BW25113,ΔacrAB::kan,JOE6974,156 ng/mL,9/13/2022,18:59,E6,0.229
BW25113,ΔacrAB,JOE6975,156 ng/mL,9/13/2022,18:59,E7,0.215
BW25113,ΔacrAB ΔmdtK,JOE7051,156 ng/mL,9/13/2022,18:59,E8,0.245
BW25113,ΔacrAB ΔmdtK,JOE7052,156 ng/mL,9/13/2022,18:59,E9,0.219
BW25113,wt,JOE6970,78 ng/mL,9/13/2022,18:59,F4,1.306
BW25113,ΔmdtK::kan,JOE6971,78 ng/mL,9/13/2022,18:59,F5,1.214
BW25113,ΔacrAB::kan,JOE6974,78 ng/mL,9/13/2022,18:59,F6,1.02
BW25113,ΔacrAB,JOE6975,78 ng/mL,9/13/2022,18:59,F7,1.052
BW25113,ΔacrAB ΔmdtK,JOE7051,78 ng/mL,9/13/2022,18:59,F8,1.089
BW25113,ΔacrAB ΔmdtK,JOE7052,78 ng/mL,9/13/2022,18:59,F9,1.026
BW25113,wt,JOE6970,0 ng/mL,9/13/2022,18:59,H4,1.312
BW25113,ΔmdtK::kan,JOE6971,0 ng/mL,9/13/2022,18:59,H5,1.345
BW25113,ΔacrAB::kan,JOE6974,0 ng/mL,9/13/2022,18:59,H6,1.251
BW25113,ΔacrAB,JOE6975,0 ng/mL,9/13/2022,18:59,H7,1.268
BW25113,ΔacrAB ΔmdtK,JOE7051,0 ng/mL,9/13/2022,18:59,H8,1.391
BW25113,ΔacrAB ΔmdtK,JOE7052,0 ng/mL,9/13/2022,18:59,H9,1.397
BW25113,wt,JOE6970,625 ng/mL,7/25/2022,19:29,C4,0.508
BW25113,ΔmdtK::kan,JOE6971,625 ng/mL,7/25/2022,19:29,C5,0.476
BW25113,ΔacrAB::kan,JOE6974,625 ng/mL,7/25/2022,19:29,C6,0.096
BW25113,ΔacrAB,JOE6975,625 ng/mL,7/25/2022,19:29,C7,0.102
BW25113,ΔacrAB ΔmdtK,JOE7051,625 ng/mL,7/25/2022,19:29,C8,0.101
BW25113,ΔacrAB ΔmdtK,JOE7052,625 ng/mL,7/25/2022,19:29,C9,0.101
BW25113,wt,JOE6970,313 ng/mL,7/25/2022,19:29,D4,1.032
BW25113,ΔmdtK::kan,JOE6971,313 ng/mL,7/25/2022,19:29,D5,0.986
BW25113,ΔacrAB::kan,JOE6974,313 ng/mL,7/25/2022,19:29,D6,0.114
BW25113,ΔacrAB,JOE6975,313 ng/mL,7/25/2022,19:29,D7,0.12
BW25113,ΔacrAB ΔmdtK,JOE7051,313 ng/mL,7/25/2022,19:29,D8,0.113
BW25113,ΔacrAB ΔmdtK,JOE7052,313 ng/mL,7/25/2022,19:29,D9,0.117
BW25113,wt,JOE6970,156 ng/mL,7/25/2022,19:29,E4,1.212
BW25113,ΔmdtK::kan,JOE6971,156 ng/mL,7/25/2022,19:29,E5,1.15
BW25113,ΔacrAB::kan,JOE6974,156 ng/mL,7/25/2022,19:29,E6,0.668
BW25113,ΔacrAB,JOE6975,156 ng/mL,7/25/2022,19:29,E7,0.267
BW25113,ΔacrAB ΔmdtK,JOE7051,156 ng/mL,7/25/2022,19:29,E8,0.232
BW25113,ΔacrAB ΔmdtK,JOE7052,156 ng/mL,7/25/2022,19:29,E9,0.241
BW25113,wt,JOE6970,78 ng/mL,7/25/2022,19:29,F4,1.303
BW25113,ΔmdtK::kan,JOE6971,78 ng/mL,7/25/2022,19:29,F5,1.235
BW25113,ΔacrAB::kan,JOE6974,78 ng/mL,7/25/2022,19:29,F6,1.093
BW25113,ΔacrAB,JOE6975,78 ng/mL,7/25/2022,19:29,F7,1.045
BW25113,ΔacrAB ΔmdtK,JOE7051,78 ng/mL,7/25/2022,19:29,F8,1.009
BW25113,ΔacrAB ΔmdtK,JOE7052,78 ng/mL,7/25/2022,19:29,F9,1.025
BW25113,wt,JOE6970,0 ng/mL,7/25/2022,19:29,H4,1.361
BW25113,ΔmdtK::kan,JOE6971,0 ng/mL,7/25/2022,19:29,H5,1.317
BW25113,ΔacrAB::kan,JOE6974,0 ng/mL,7/25/2022,19:29,H6,1.233
BW25113,ΔacrAB,JOE6975,0 ng/mL,7/25/2022,19:29,H7,1.291
BW25113,ΔacrAB ΔmdtK,JOE7051,0 ng/mL,7/25/2022,19:29,H8,1.439
BW25113,ΔacrAB ΔmdtK,JOE7052,0 ng/mL,7/25/2022,19:29,H9,1.424
BW25113,wt,JOE6970,625 ng/mL,9/13/2022,19:29,C4,0.536
BW25113,ΔmdtK::kan,JOE6971,625 ng/mL,9/13/2022,19:29,C5,0.459
BW25113,ΔacrAB::kan,JOE6974,625 ng/mL,9/13/2022,19:29,C6,0.099
BW25113,ΔacrAB,JOE6975,625 ng/mL,9/13/2022,19:29,C7,0.099
BW25113,ΔacrAB ΔmdtK,JOE7051,625 ng/mL,9/13/2022,19:29,C8,0.099
BW25113,ΔacrAB ΔmdtK,JOE7052,625 ng/mL,9/13/2022,19:29,C9,0.1
BW25113,wt,JOE6970,313 ng/mL,9/13/2022,19:29,D4,1.097
BW25113,ΔmdtK::kan,JOE6971,313 ng/mL,9/13/2022,19:29,D5,1.027
BW25113,ΔacrAB::kan,JOE6974,313 ng/mL,9/13/2022,19:29,D6,0.116
BW25113,ΔacrAB,JOE6975,313 ng/mL,9/13/2022,19:29,D7,0.115
BW25113,ΔacrAB ΔmdtK,JOE7051,313 ng/mL,9/13/2022,19:29,D8,0.123
BW25113,ΔacrAB ΔmdtK,JOE7052,313 ng/mL,9/13/2022,19:29,D9,0.12
BW25113,wt,JOE6970,156 ng/mL,9/13/2022,19:29,E4,1.232
BW25113,ΔmdtK::kan,JOE6971,156 ng/mL,9/13/2022,19:29,E5,1.127
BW25113,ΔacrAB::kan,JOE6974,156 ng/mL,9/13/2022,19:29,E6,0.232
BW25113,ΔacrAB,JOE6975,156 ng/mL,9/13/2022,19:29,E7,0.219
BW25113,ΔacrAB ΔmdtK,JOE7051,156 ng/mL,9/13/2022,19:29,E8,0.255
BW25113,ΔacrAB ΔmdtK,JOE7052,156 ng/mL,9/13/2022,19:29,E9,0.227
BW25113,wt,JOE6970,78 ng/mL,9/13/2022,19:29,F4,1.311
BW25113,ΔmdtK::kan,JOE6971,78 ng/mL,9/13/2022,19:29,F5,1.216
BW25113,ΔacrAB::kan,JOE6974,78 ng/mL,9/13/2022,19:29,F6,1.045
BW25113,ΔacrAB,JOE6975,78 ng/mL,9/13/2022,19:29,F7,1.078
BW25113,ΔacrAB ΔmdtK,JOE7051,78 ng/mL,9/13/2022,19:29,F8,1.114
BW25113,ΔacrAB ΔmdtK,JOE7052,78 ng/mL,9/13/2022,19:29,F9,1.059
BW25113,wt,JOE6970,0 ng/mL,9/13/2022,19:29,H4,1.311
BW25113,ΔmdtK::kan,JOE6971,0 ng/mL,9/13/2022,19:29,H5,1.343
BW25113,ΔacrAB::kan,JOE6974,0 ng/mL,9/13/2022,19:29,H6,1.251
BW25113,ΔacrAB,JOE6975,0 ng/mL,9/13/2022,19:29,H7,1.27
BW25113,ΔacrAB ΔmdtK,JOE7051,0 ng/mL,9/13/2022,19:29,H8,1.39
BW25113,ΔacrAB ΔmdtK,JOE7052,0 ng/mL,9/13/2022,19:29,H9,1.396
BW25113,wt,JOE6970,625 ng/mL,7/25/2022,19:59,C4,0.52
BW25113,ΔmdtK::kan,JOE6971,625 ng/mL,7/25/2022,19:59,C5,0.486
BW25113,ΔacrAB::kan,JOE6974,625 ng/mL,7/25/2022,19:59,C6,0.097
BW25113,ΔacrAB,JOE6975,625 ng/mL,7/25/2022,19:59,C7,0.102
BW25113,ΔacrAB ΔmdtK,JOE7051,625 ng/mL,7/25/2022,19:59,C8,0.101
BW25113,ΔacrAB ΔmdtK,JOE7052,625 ng/mL,7/25/2022,19:59,C9,0.101
BW25113,wt,JOE6970,313 ng/mL,7/25/2022,19:59,D4,1.046
BW25113,ΔmdtK::kan,JOE6971,313 ng/mL,7/25/2022,19:59,D5,0.995
BW25113,ΔacrAB::kan,JOE6974,313 ng/mL,7/25/2022,19:59,D6,0.115
BW25113,ΔacrAB,JOE6975,313 ng/mL,7/25/2022,19:59,D7,0.121
BW25113,ΔacrAB ΔmdtK,JOE7051,313 ng/mL,7/25/2022,19:59,D8,0.115
BW25113,ΔacrAB ΔmdtK,JOE7052,313 ng/mL,7/25/2022,19:59,D9,0.118
BW25113,wt,JOE6970,156 ng/mL,7/25/2022,19:59,E4,1.213
BW25113,ΔmdtK::kan,JOE6971,156 ng/mL,7/25/2022,19:59,E5,1.154
BW25113,ΔacrAB::kan,JOE6974,156 ng/mL,7/25/2022,19:59,E6,0.715
BW25113,ΔacrAB,JOE6975,156 ng/mL,7/25/2022,19:59,E7,0.28
BW25113,ΔacrAB ΔmdtK,JOE7051,156 ng/mL,7/25/2022,19:59,E8,0.244
BW25113,ΔacrAB ΔmdtK,JOE7052,156 ng/mL,7/25/2022,19:59,E9,0.254
BW25113,wt,JOE6970,78 ng/mL,7/25/2022,19:59,F4,1.304
BW25113,ΔmdtK::kan,JOE6971,78 ng/mL,7/25/2022,19:59,F5,1.233
BW25113,ΔacrAB::kan,JOE6974,78 ng/mL,7/25/2022,19:59,F6,1.111
BW25113,ΔacrAB,JOE6975,78 ng/mL,7/25/2022,19:59,F7,1.07
BW25113,ΔacrAB ΔmdtK,JOE7051,78 ng/mL,7/25/2022,19:59,F8,1.038
BW25113,ΔacrAB ΔmdtK,JOE7052,78 ng/mL,7/25/2022,19:59,F9,1.053
BW25113,wt,JOE6970,0 ng/mL,7/25/2022,19:59,H4,1.36
BW25113,ΔmdtK::kan,JOE6971,0 ng/mL,7/25/2022,19:59,H5,1.317
BW25113,ΔacrAB::kan,JOE6974,0 ng/mL,7/25/2022,19:59,H6,1.232
BW25113,ΔacrAB,JOE6975,0 ng/mL,7/25/2022,19:59,H7,1.291
BW25113,ΔacrAB ΔmdtK,JOE7051,0 ng/mL,7/25/2022,19:59,H8,1.44
BW25113,ΔacrAB ΔmdtK,JOE7052,0 ng/mL,7/25/2022,19:59,H9,1.424
BW25113,wt,JOE6970,625 ng/mL,9/13/2022,19:59,C4,0.56
BW25113,ΔmdtK::kan,JOE6971,625 ng/mL,9/13/2022,19:59,C5,0.471
BW25113,ΔacrAB::kan,JOE6974,625 ng/mL,9/13/2022,19:59,C6,0.099
BW25113,ΔacrAB,JOE6975,625 ng/mL,9/13/2022,19:59,C7,0.099
BW25113,ΔacrAB ΔmdtK,JOE7051,625 ng/mL,9/13/2022,19:59,C8,0.099
BW25113,ΔacrAB ΔmdtK,JOE7052,625 ng/mL,9/13/2022,19:59,C9,0.1
BW25113,wt,JOE6970,313 ng/mL,9/13/2022,19:59,D4,1.106
BW25113,ΔmdtK::kan,JOE6971,313 ng/mL,9/13/2022,19:59,D5,1.042
BW25113,ΔacrAB::kan,JOE6974,313 ng/mL,9/13/2022,19:59,D6,0.117
BW25113,ΔacrAB,JOE6975,313 ng/mL,9/13/2022,19:59,D7,0.115
BW25113,ΔacrAB ΔmdtK,JOE7051,313 ng/mL,9/13/2022,19:59,D8,0.124
BW25113,ΔacrAB ΔmdtK,JOE7052,313 ng/mL,9/13/2022,19:59,D9,0.121
BW25113,wt,JOE6970,156 ng/mL,9/13/2022,19:59,E4,1.235
BW25113,ΔmdtK::kan,JOE6971,156 ng/mL,9/13/2022,19:59,E5,1.129
BW25113,ΔacrAB::kan,JOE6974,156 ng/mL,9/13/2022,19:59,E6,0.235
BW25113,ΔacrAB,JOE6975,156 ng/mL,9/13/2022,19:59,E7,0.218
BW25113,ΔacrAB ΔmdtK,JOE7051,156 ng/mL,9/13/2022,19:59,E8,0.263
BW25113,ΔacrAB ΔmdtK,JOE7052,156 ng/mL,9/13/2022,19:59,E9,0.23
BW25113,wt,JOE6970,78 ng/mL,9/13/2022,19:59,F4,1.314
BW25113,ΔmdtK::kan,JOE6971,78 ng/mL,9/13/2022,19:59,F5,1.219
BW25113,ΔacrAB::kan,JOE6974,78 ng/mL,9/13/2022,19:59,F6,1.066
BW25113,ΔacrAB,JOE6975,78 ng/mL,9/13/2022,19:59,F7,1.1
BW25113,ΔacrAB ΔmdtK,JOE7051,78 ng/mL,9/13/2022,19:59,F8,1.133
BW25113,ΔacrAB ΔmdtK,JOE7052,78 ng/mL,9/13/2022,19:59,F9,1.092
BW25113,wt,JOE6970,0 ng/mL,9/13/2022,19:59,H4,1.31
BW25113,ΔmdtK::kan,JOE6971,0 ng/mL,9/13/2022,19:59,H5,1.343
BW25113,ΔacrAB::kan,JOE6974,0 ng/mL,9/13/2022,19:59,H6,1.251
BW25113,ΔacrAB,JOE6975,0 ng/mL,9/13/2022,19:59,H7,1.268
BW25113,ΔacrAB ΔmdtK,JOE7051,0 ng/mL,9/13/2022,19:59,H8,1.389
BW25113,ΔacrAB ΔmdtK,JOE7052,0 ng/mL,9/13/2022,19:59,H9,1.396
BW25113,wt,JOE6970,625 ng/mL,7/25/2022,20:29,C4,0.531
BW25113,ΔmdtK::kan,JOE6971,625 ng/mL,7/25/2022,20:29,C5,0.49
BW25113,ΔacrAB::kan,JOE6974,625 ng/mL,7/25/2022,20:29,C6,0.096
BW25113,ΔacrAB,JOE6975,625 ng/mL,7/25/2022,20:29,C7,0.102
BW25113,ΔacrAB ΔmdtK,JOE7051,625 ng/mL,7/25/2022,20:29,C8,0.101
BW25113,ΔacrAB ΔmdtK,JOE7052,625 ng/mL,7/25/2022,20:29,C9,0.101
BW25113,wt,JOE6970,313 ng/mL,7/25/2022,20:29,D4,1.058
BW25113,ΔmdtK::kan,JOE6971,313 ng/mL,7/25/2022,20:29,D5,1.005
BW25113,ΔacrAB::kan,JOE6974,313 ng/mL,7/25/2022,20:29,D6,0.116
BW25113,ΔacrAB,JOE6975,313 ng/mL,7/25/2022,20:29,D7,0.122
BW25113,ΔacrAB ΔmdtK,JOE7051,313 ng/mL,7/25/2022,20:29,D8,0.115
BW25113,ΔacrAB ΔmdtK,JOE7052,313 ng/mL,7/25/2022,20:29,D9,0.119
BW25113,wt,JOE6970,156 ng/mL,7/25/2022,20:29,E4,1.214
BW25113,ΔmdtK::kan,JOE6971,156 ng/mL,7/25/2022,20:29,E5,1.157
BW25113,ΔacrAB::kan,JOE6974,156 ng/mL,7/25/2022,20:29,E6,0.751
BW25113,ΔacrAB,JOE6975,156 ng/mL,7/25/2022,20:29,E7,0.295
BW25113,ΔacrAB ΔmdtK,JOE7051,156 ng/mL,7/25/2022,20:29,E8,0.257
BW25113,ΔacrAB ΔmdtK,JOE7052,156 ng/mL,7/25/2022,20:29,E9,0.267
BW25113,wt,JOE6970,78 ng/mL,7/25/2022,20:29,F4,1.306
BW25113,ΔmdtK::kan,JOE6971,78 ng/mL,7/25/2022,20:29,F5,1.232
BW25113,ΔacrAB::kan,JOE6974,78 ng/mL,7/25/2022,20:29,F6,1.126
BW25113,ΔacrAB,JOE6975,78 ng/mL,7/25/2022,20:29,F7,1.094
BW25113,ΔacrAB ΔmdtK,JOE7051,78 ng/mL,7/25/2022,20:29,F8,1.065
BW25113,ΔacrAB ΔmdtK,JOE7052,78 ng/mL,7/25/2022,20:29,F9,1.082
BW25113,wt,JOE6970,0 ng/mL,7/25/2022,20:29,H4,1.359
BW25113,ΔmdtK::kan,JOE6971,0 ng/mL,7/25/2022,20:29,H5,1.315
BW25113,ΔacrAB::kan,JOE6974,0 ng/mL,7/25/2022,20:29,H6,1.231
BW25113,ΔacrAB,JOE6975,0 ng/mL,7/25/2022,20:29,H7,1.291
BW25113,ΔacrAB ΔmdtK,JOE7051,0 ng/mL,7/25/2022,20:29,H8,1.441
BW25113,ΔacrAB ΔmdtK,JOE7052,0 ng/mL,7/25/2022,20:29,H9,1.424
BW25113,wt,JOE6970,625 ng/mL,9/13/2022,20:29,C4,0.576
BW25113,ΔmdtK::kan,JOE6971,625 ng/mL,9/13/2022,20:29,C5,0.485
BW25113,ΔacrAB::kan,JOE6974,625 ng/mL,9/13/2022,20:29,C6,0.1
BW25113,ΔacrAB,JOE6975,625 ng/mL,9/13/2022,20:29,C7,0.099
BW25113,ΔacrAB ΔmdtK,JOE7051,625 ng/mL,9/13/2022,20:29,C8,0.099
BW25113,ΔacrAB ΔmdtK,JOE7052,625 ng/mL,9/13/2022,20:29,C9,0.1
BW25113,wt,JOE6970,313 ng/mL,9/13/2022,20:29,D4,1.112
BW25113,ΔmdtK::kan,JOE6971,313 ng/mL,9/13/2022,20:29,D5,1.054
BW25113,ΔacrAB::kan,JOE6974,313 ng/mL,9/13/2022,20:29,D6,0.119
BW25113,ΔacrAB,JOE6975,313 ng/mL,9/13/2022,20:29,D7,0.117
BW25113,ΔacrAB ΔmdtK,JOE7051,313 ng/mL,9/13/2022,20:29,D8,0.126
BW25113,ΔacrAB ΔmdtK,JOE7052,313 ng/mL,9/13/2022,20:29,D9,0.123
BW25113,wt,JOE6970,156 ng/mL,9/13/2022,20:29,E4,1.238
BW25113,ΔmdtK::kan,JOE6971,156 ng/mL,9/13/2022,20:29,E5,1.13
BW25113,ΔacrAB::kan,JOE6974,156 ng/mL,9/13/2022,20:29,E6,0.236
BW25113,ΔacrAB,JOE6975,156 ng/mL,9/13/2022,20:29,E7,0.219
BW25113,ΔacrAB ΔmdtK,JOE7051,156 ng/mL,9/13/2022,20:29,E8,0.268
BW25113,ΔacrAB ΔmdtK,JOE7052,156 ng/mL,9/13/2022,20:29,E9,0.236
BW25113,wt,JOE6970,78 ng/mL,9/13/2022,20:29,F4,1.318
