Strain,Mutations,Number/ID,Tet Conc.,Date Recorded,Time,Well Number,Well Reading
BW25113,ΔacrAB,JOE6975,156 ng/mL,7/25/2022,5:59,E7,0.108
BW25113,ΔacrAB ΔmdtK,JOE7051,156 ng/mL,7/25/2022,5:59,E8,0.108
BW25113,ΔacrAB ΔmdtK,JOE7052,156 ng/mL,7/25/2022,5:59,E9,0.107
BW25113,wt,JOE6970,78 ng/mL,7/25/2022,5:59,F4,0.575
BW25113,ΔmdtK::kan,JOE6971,78 ng/mL,7/25/2022,5:59,F5,0.567
BW25113,ΔacrAB::kan,JOE6974,78 ng/mL,7/25/2022,5:59,F6,0.151
BW25113,ΔacrAB,JOE6975,78 ng/mL,7/25/2022,5:59,F7,0.143
BW25113,ΔacrAB ΔmdtK,JOE7051,78 ng/mL,7/25/2022,5:59,F8,0.139
BW25113,ΔacrAB ΔmdtK,JOE7052,78 ng/mL,7/25/2022,5:59,F9,0.14
BW25113,wt,JOE6970,0 ng/mL,7/25/2022,5:59,H4,0.853
BW25113,ΔmdtK::kan,JOE6971,0 ng/mL,7/25/2022,5:59,H5,0.841
BW25113,ΔacrAB::kan,JOE6974,0 ng/mL,7/25/2022,5:59,H6,0.82
BW25113,ΔacrAB,JOE6975,0 ng/mL,7/25/2022,5:59,H7,0.76
BW25113,ΔacrAB ΔmdtK,JOE7051,0 ng/mL,7/25/2022,5:59,H8,0.836
BW25113,ΔacrAB ΔmdtK,JOE7052,0 ng/mL,7/25/2022,5:59,H9,0.821
BW25113,wt,JOE6970,625 ng/mL,9/13/2022,5:59,C4,0.125
BW25113,ΔmdtK::kan,JOE6971,625 ng/mL,9/13/2022,5:59,C5,0.115
BW25113,ΔacrAB::kan,JOE6974,625 ng/mL,9/13/2022,5:59,C6,0.096
BW25113,ΔacrAB,JOE6975,625 ng/mL,9/13/2022,5:59,C7,0.096
BW25113,ΔacrAB ΔmdtK,JOE7051,625 ng/mL,9/13/2022,5:59,C8,0.096
BW25113,ΔacrAB ΔmdtK,JOE7052,625 ng/mL,9/13/2022,5:59,C9,0.097
BW25113,wt,JOE6970,313 ng/mL,9/13/2022,5:59,D4,0.218
BW25113,ΔmdtK::kan,JOE6971,313 ng/mL,9/13/2022,5:59,D5,0.19
BW25113,ΔacrAB::kan,JOE6974,313 ng/mL,9/13/2022,5:59,D6,0.097
BW25113,ΔacrAB,JOE6975,313 ng/mL,9/13/2022,5:59,D7,0.097
BW25113,ΔacrAB ΔmdtK,JOE7051,313 ng/mL,9/13/2022,5:59,D8,0.102
BW25113,ΔacrAB ΔmdtK,JOE7052,313 ng/mL,9/13/2022,5:59,D9,0.1
BW25113,wt,JOE6970,156 ng/mL,9/13/2022,5:59,E4,0.409
BW25113,ΔmdtK::kan,JOE6971,156 ng/mL,9/13/2022,5:59,E5,0.376
BW25113,ΔacrAB::kan,JOE6974,156 ng/mL,9/13/2022,5:59,E6,0.105
BW25113,ΔacrAB,JOE6975,156 ng/mL,9/13/2022,5:59,E7,0.104
BW25113,ΔacrAB ΔmdtK,JOE7051,156 ng/mL,9/13/2022,5:59,E8,0.109
BW25113,ΔacrAB ΔmdtK,JOE7052,156 ng/mL,9/13/2022,5:59,E9,0.107
BW25113,wt,JOE6970,78 ng/mL,9/13/2022,5:59,F4,0.543
BW25113,ΔmdtK::kan,JOE6971,78 ng/mL,9/13/2022,5:59,F5,0.477
BW25113,ΔacrAB::kan,JOE6974,78 ng/mL,9/13/2022,5:59,F6,0.129
BW25113,ΔacrAB,JOE6975,78 ng/mL,9/13/2022,5:59,F7,0.137
BW25113,ΔacrAB ΔmdtK,JOE7051,78 ng/mL,9/13/2022,5:59,F8,0.147
BW25113,ΔacrAB ΔmdtK,JOE7052,78 ng/mL,9/13/2022,5:59,F9,0.141
BW25113,wt,JOE6970,0 ng/mL,9/13/2022,5:59,H4,0.783
BW25113,ΔmdtK::kan,JOE6971,0 ng/mL,9/13/2022,5:59,H5,0.771
BW25113,ΔacrAB::kan,JOE6974,0 ng/mL,9/13/2022,5:59,H6,0.659
BW25113,ΔacrAB,JOE6975,0 ng/mL,9/13/2022,5:59,H7,0.707
BW25113,ΔacrAB ΔmdtK,JOE7051,0 ng/mL,9/13/2022,5:59,H8,0.762
BW25113,ΔacrAB ΔmdtK,JOE7052,0 ng/mL,9/13/2022,5:59,H9,0.757
BW25113,wt,JOE6970,625 ng/mL,7/25/2022,6:29,C4,0.129
BW25113,ΔmdtK::kan,JOE6971,625 ng/mL,7/25/2022,6:29,C5,0.118
BW25113,ΔacrAB::kan,JOE6974,625 ng/mL,7/25/2022,6:29,C6,0.094
BW25113,ΔacrAB,JOE6975,625 ng/mL,7/25/2022,6:29,C7,0.098
BW25113,ΔacrAB ΔmdtK,JOE7051,625 ng/mL,7/25/2022,6:29,C8,0.097
BW25113,ΔacrAB ΔmdtK,JOE7052,625 ng/mL,7/25/2022,6:29,C9,0.098
BW25113,wt,JOE6970,313 ng/mL,7/25/2022,6:29,D4,0.236
BW25113,ΔmdtK::kan,JOE6971,313 ng/mL,7/25/2022,6:29,D5,0.223
BW25113,ΔacrAB::kan,JOE6974,313 ng/mL,7/25/2022,6:29,D6,0.098
BW25113,ΔacrAB,JOE6975,313 ng/mL,7/25/2022,6:29,D7,0.1
BW25113,ΔacrAB ΔmdtK,JOE7051,313 ng/mL,7/25/2022,6:29,D8,0.099
BW25113,ΔacrAB ΔmdtK,JOE7052,313 ng/mL,7/25/2022,6:29,D9,0.102
BW25113,wt,JOE6970,156 ng/mL,7/25/2022,6:29,E4,0.458
BW25113,ΔmdtK::kan,JOE6971,156 ng/mL,7/25/2022,6:29,E5,0.469
BW25113,ΔacrAB::kan,JOE6974,156 ng/mL,7/25/2022,6:29,E6,0.113
BW25113,ΔacrAB,JOE6975,156 ng/mL,7/25/2022,6:29,E7,0.109
BW25113,ΔacrAB ΔmdtK,JOE7051,156 ng/mL,7/25/2022,6:29,E8,0.109
BW25113,ΔacrAB ΔmdtK,JOE7052,156 ng/mL,7/25/2022,6:29,E9,0.108
BW25113,wt,JOE6970,78 ng/mL,7/25/2022,6:29,F4,0.656
BW25113,ΔmdtK::kan,JOE6971,78 ng/mL,7/25/2022,6:29,F5,0.643
BW25113,ΔacrAB::kan,JOE6974,78 ng/mL,7/25/2022,6:29,F6,0.164
BW25113,ΔacrAB,JOE6975,78 ng/mL,7/25/2022,6:29,F7,0.154
BW25113,ΔacrAB ΔmdtK,JOE7051,78 ng/mL,7/25/2022,6:29,F8,0.148
BW25113,ΔacrAB ΔmdtK,JOE7052,78 ng/mL,7/25/2022,6:29,F9,0.149
BW25113,wt,JOE6970,0 ng/mL,7/25/2022,6:29,H4,0.94
BW25113,ΔmdtK::kan,JOE6971,0 ng/mL,7/25/2022,6:29,H5,0.929
BW25113,ΔacrAB::kan,JOE6974,0 ng/mL,7/25/2022,6:29,H6,0.901
BW25113,ΔacrAB,JOE6975,0 ng/mL,7/25/2022,6:29,H7,0.837
BW25113,ΔacrAB ΔmdtK,JOE7051,0 ng/mL,7/25/2022,6:29,H8,0.929
BW25113,ΔacrAB ΔmdtK,JOE7052,0 ng/mL,7/25/2022,6:29,H9,0.917
BW25113,wt,JOE6970,625 ng/mL,9/13/2022,6:29,C4,0.13
BW25113,ΔmdtK::kan,JOE6971,625 ng/mL,9/13/2022,6:29,C5,0.119
BW25113,ΔacrAB::kan,JOE6974,625 ng/mL,9/13/2022,6:29,C6,0.096
BW25113,ΔacrAB,JOE6975,625 ng/mL,9/13/2022,6:29,C7,0.096
BW25113,ΔacrAB ΔmdtK,JOE7051,625 ng/mL,9/13/2022,6:29,C8,0.096
BW25113,ΔacrAB ΔmdtK,JOE7052,625 ng/mL,9/13/2022,6:29,C9,0.097
BW25113,wt,JOE6970,313 ng/mL,9/13/2022,6:29,D4,0.252
BW25113,ΔmdtK::kan,JOE6971,313 ng/mL,9/13/2022,6:29,D5,0.22
BW25113,ΔacrAB::kan,JOE6974,313 ng/mL,9/13/2022,6:29,D6,0.097
BW25113,ΔacrAB,JOE6975,313 ng/mL,9/13/2022,6:29,D7,0.097
BW25113,ΔacrAB ΔmdtK,JOE7051,313 ng/mL,9/13/2022,6:29,D8,0.102
BW25113,ΔacrAB ΔmdtK,JOE7052,313 ng/mL,9/13/2022,6:29,D9,0.1
BW25113,wt,JOE6970,156 ng/mL,9/13/2022,6:29,E4,0.434
BW25113,ΔmdtK::kan,JOE6971,156 ng/mL,9/13/2022,6:29,E5,0.403
BW25113,ΔacrAB::kan,JOE6974,156 ng/mL,9/13/2022,6:29,E6,0.107
BW25113,ΔacrAB,JOE6975,156 ng/mL,9/13/2022,6:29,E7,0.105
BW25113,ΔacrAB ΔmdtK,JOE7051,156 ng/mL,9/13/2022,6:29,E8,0.112
BW25113,ΔacrAB ΔmdtK,JOE7052,156 ng/mL,9/13/2022,6:29,E9,0.108
BW25113,wt,JOE6970,78 ng/mL,9/13/2022,6:29,F4,0.629
BW25113,ΔmdtK::kan,JOE6971,78 ng/mL,9/13/2022,6:29,F5,0.543
BW25113,ΔacrAB::kan,JOE6974,78 ng/mL,9/13/2022,6:29,F6,0.137
BW25113,ΔacrAB,JOE6975,78 ng/mL,9/13/2022,6:29,F7,0.148
BW25113,ΔacrAB ΔmdtK,JOE7051,78 ng/mL,9/13/2022,6:29,F8,0.16
BW25113,ΔacrAB ΔmdtK,JOE7052,78 ng/mL,9/13/2022,6:29,F9,0.151
BW25113,wt,JOE6970,0 ng/mL,9/13/2022,6:29,H4,0.871
BW25113,ΔmdtK::kan,JOE6971,0 ng/mL,9/13/2022,6:29,H5,0.871
BW25113,ΔacrAB::kan,JOE6974,0 ng/mL,9/13/2022,6:29,H6,0.736
BW25113,ΔacrAB,JOE6975,0 ng/mL,9/13/2022,6:29,H7,0.774
BW25113,ΔacrAB ΔmdtK,JOE7051,0 ng/mL,9/13/2022,6:29,H8,0.851
BW25113,ΔacrAB ΔmdtK,JOE7052,0 ng/mL,9/13/2022,6:29,H9,0.852
BW25113,wt,JOE6970,625 ng/mL,7/25/2022,6:59,C4,0.134
BW25113,ΔmdtK::kan,JOE6971,625 ng/mL,7/25/2022,6:59,C5,0.122
BW25113,ΔacrAB::kan,JOE6974,625 ng/mL,7/25/2022,6:59,C6,0.095
BW25113,ΔacrAB,JOE6975,625 ng/mL,7/25/2022,6:59,C7,0.098
BW25113,ΔacrAB ΔmdtK,JOE7051,625 ng/mL,7/25/2022,6:59,C8,0.098
BW25113,ΔacrAB ΔmdtK,JOE7052,625 ng/mL,7/25/2022,6:59,C9,0.098
BW25113,wt,JOE6970,313 ng/mL,7/25/2022,6:59,D4,0.274
BW25113,ΔmdtK::kan,JOE6971,313 ng/mL,7/25/2022,6:59,D5,0.258
BW25113,ΔacrAB::kan,JOE6974,313 ng/mL,7/25/2022,6:59,D6,0.098
BW25113,ΔacrAB,JOE6975,313 ng/mL,7/25/2022,6:59,D7,0.101
BW25113,ΔacrAB ΔmdtK,JOE7051,313 ng/mL,7/25/2022,6:59,D8,0.099
BW25113,ΔacrAB ΔmdtK,JOE7052,313 ng/mL,7/25/2022,6:59,D9,0.102
BW25113,wt,JOE6970,156 ng/mL,7/25/2022,6:59,E4,0.475
BW25113,ΔmdtK::kan,JOE6971,156 ng/mL,7/25/2022,6:59,E5,0.487
BW25113,ΔacrAB::kan,JOE6974,156 ng/mL,7/25/2022,6:59,E6,0.115
BW25113,ΔacrAB,JOE6975,156 ng/mL,7/25/2022,6:59,E7,0.111
BW25113,ΔacrAB ΔmdtK,JOE7051,156 ng/mL,7/25/2022,6:59,E8,0.111
BW25113,ΔacrAB ΔmdtK,JOE7052,156 ng/mL,7/25/2022,6:59,E9,0.109
BW25113,wt,JOE6970,78 ng/mL,7/25/2022,6:59,F4,0.733
BW25113,ΔmdtK::kan,JOE6971,78 ng/mL,7/25/2022,6:59,F5,0.718
BW25113,ΔacrAB::kan,JOE6974,78 ng/mL,7/25/2022,6:59,F6,0.18
BW25113,ΔacrAB,JOE6975,78 ng/mL,7/25/2022,6:59,F7,0.166
BW25113,ΔacrAB ΔmdtK,JOE7051,78 ng/mL,7/25/2022,6:59,F8,0.159
BW25113,ΔacrAB ΔmdtK,JOE7052,78 ng/mL,7/25/2022,6:59,F9,0.16
BW25113,wt,JOE6970,0 ng/mL,7/25/2022,6:59,H4,1.014
BW25113,ΔmdtK::kan,JOE6971,0 ng/mL,7/25/2022,6:59,H5,1.002
BW25113,ΔacrAB::kan,JOE6974,0 ng/mL,7/25/2022,6:59,H6,0.959
BW25113,ΔacrAB,JOE6975,0 ng/mL,7/25/2022,6:59,H7,0.909
BW25113,ΔacrAB ΔmdtK,JOE7051,0 ng/mL,7/25/2022,6:59,H8,1.005
BW25113,ΔacrAB ΔmdtK,JOE7052,0 ng/mL,7/25/2022,6:59,H9,0.991
BW25113,wt,JOE6970,625 ng/mL,9/13/2022,6:59,C4,0.135
BW25113,ΔmdtK::kan,JOE6971,625 ng/mL,9/13/2022,6:59,C5,0.123
BW25113,ΔacrAB::kan,JOE6974,625 ng/mL,9/13/2022,6:59,C6,0.096
BW25113,ΔacrAB,JOE6975,625 ng/mL,9/13/2022,6:59,C7,0.096
BW25113,ΔacrAB ΔmdtK,JOE7051,625 ng/mL,9/13/2022,6:59,C8,0.096
BW25113,ΔacrAB ΔmdtK,JOE7052,625 ng/mL,9/13/2022,6:59,C9,0.097
BW25113,wt,JOE6970,313 ng/mL,9/13/2022,6:59,D4,0.296
BW25113,ΔmdtK::kan,JOE6971,313 ng/mL,9/13/2022,6:59,D5,0.255
BW25113,ΔacrAB::kan,JOE6974,313 ng/mL,9/13/2022,6:59,D6,0.098
BW25113,ΔacrAB,JOE6975,313 ng/mL,9/13/2022,6:59,D7,0.098
BW25113,ΔacrAB ΔmdtK,JOE7051,313 ng/mL,9/13/2022,6:59,D8,0.103
BW25113,ΔacrAB ΔmdtK,JOE7052,313 ng/mL,9/13/2022,6:59,D9,0.101
BW25113,wt,JOE6970,156 ng/mL,9/13/2022,6:59,E4,0.47
BW25113,ΔmdtK::kan,JOE6971,156 ng/mL,9/13/2022,6:59,E5,0.429
BW25113,ΔacrAB::kan,JOE6974,156 ng/mL,9/13/2022,6:59,E6,0.109
BW25113,ΔacrAB,JOE6975,156 ng/mL,9/13/2022,6:59,E7,0.107
BW25113,ΔacrAB ΔmdtK,JOE7051,156 ng/mL,9/13/2022,6:59,E8,0.113
BW25113,ΔacrAB ΔmdtK,JOE7052,156 ng/mL,9/13/2022,6:59,E9,0.11
BW25113,wt,JOE6970,78 ng/mL,9/13/2022,6:59,F4,0.706
BW25113,ΔmdtK::kan,JOE6971,78 ng/mL,9/13/2022,6:59,F5,0.617
BW25113,ΔacrAB::kan,JOE6974,78 ng/mL,9/13/2022,6:59,F6,0.149
BW25113,ΔacrAB,JOE6975,78 ng/mL,9/13/2022,6:59,F7,0.162
BW25113,ΔacrAB ΔmdtK,JOE7051,78 ng/mL,9/13/2022,6:59,F8,0.177
BW25113,ΔacrAB ΔmdtK,JOE7052,78 ng/mL,9/13/2022,6:59,F9,0.165
BW25113,wt,JOE6970,0 ng/mL,9/13/2022,6:59,H4,0.952
BW25113,ΔmdtK::kan,JOE6971,0 ng/mL,9/13/2022,6:59,H5,0.959
BW25113,ΔacrAB::kan,JOE6974,0 ng/mL,9/13/2022,6:59,H6,0.792
BW25113,ΔacrAB,JOE6975,0 ng/mL,9/13/2022,6:59,H7,0.836
BW25113,ΔacrAB ΔmdtK,JOE7051,0 ng/mL,9/13/2022,6:59,H8,0.922
BW25113,ΔacrAB ΔmdtK,JOE7052,0 ng/mL,9/13/2022,6:59,H9,0.911
BW25113,wt,JOE6970,625 ng/mL,7/25/2022,7:29,C4,0.139
BW25113,ΔmdtK::kan,JOE6971,625 ng/mL,7/25/2022,7:29,C5,0.127
BW25113,ΔacrAB::kan,JOE6974,625 ng/mL,7/25/2022,7:29,C6,0.094
BW25113,ΔacrAB,JOE6975,625 ng/mL,7/25/2022,7:29,C7,0.098
BW25113,ΔacrAB ΔmdtK,JOE7051,625 ng/mL,7/25/2022,7:29,C8,0.098
BW25113,ΔacrAB ΔmdtK,JOE7052,625 ng/mL,7/25/2022,7:29,C9,0.098
BW25113,wt,JOE6970,313 ng/mL,7/25/2022,7:29,D4,0.313
BW25113,ΔmdtK::kan,JOE6971,313 ng/mL,7/25/2022,7:29,D5,0.296
BW25113,ΔacrAB::kan,JOE6974,313 ng/mL,7/25/2022,7:29,D6,0.099
BW25113,ΔacrAB,JOE6975,313 ng/mL,7/25/2022,7:29,D7,0.101
BW25113,ΔacrAB ΔmdtK,JOE7051,313 ng/mL,7/25/2022,7:29,D8,0.099
BW25113,ΔacrAB ΔmdtK,JOE7052,313 ng/mL,7/25/2022,7:29,D9,0.103
BW25113,wt,JOE6970,156 ng/mL,7/25/2022,7:29,E4,0.509
BW25113,ΔmdtK::kan,JOE6971,156 ng/mL,7/25/2022,7:29,E5,0.517
BW25113,ΔacrAB::kan,JOE6974,156 ng/mL,7/25/2022,7:29,E6,0.117
BW25113,ΔacrAB,JOE6975,156 ng/mL,7/25/2022,7:29,E7,0.113
BW25113,ΔacrAB ΔmdtK,JOE7051,156 ng/mL,7/25/2022,7:29,E8,0.112
BW25113,ΔacrAB ΔmdtK,JOE7052,156 ng/mL,7/25/2022,7:29,E9,0.111
BW25113,wt,JOE6970,78 ng/mL,7/25/2022,7:29,F4,0.802
BW25113,ΔmdtK::kan,JOE6971,78 ng/mL,7/25/2022,7:29,F5,0.786
BW25113,ΔacrAB::kan,JOE6974,78 ng/mL,7/25/2022,7:29,F6,0.201
BW25113,ΔacrAB,JOE6975,78 ng/mL,7/25/2022,7:29,F7,0.182
BW25113,ΔacrAB ΔmdtK,JOE7051,78 ng/mL,7/25/2022,7:29,F8,0.173
BW25113,ΔacrAB ΔmdtK,JOE7052,78 ng/mL,7/25/2022,7:29,F9,0.173
BW25113,wt,JOE6970,0 ng/mL,7/25/2022,7:29,H4,1.08
BW25113,ΔmdtK::kan,JOE6971,0 ng/mL,7/25/2022,7:29,H5,1.06
BW25113,ΔacrAB::kan,JOE6974,0 ng/mL,7/25/2022,7:29,H6,1.008
BW25113,ΔacrAB,JOE6975,0 ng/mL,7/25/2022,7:29,H7,0.964
BW25113,ΔacrAB ΔmdtK,JOE7051,0 ng/mL,7/25/2022,7:29,H8,1.077
BW25113,ΔacrAB ΔmdtK,JOE7052,0 ng/mL,7/25/2022,7:29,H9,1.059
BW25113,wt,JOE6970,625 ng/mL,9/13/2022,7:29,C4,0.142
BW25113,ΔmdtK::kan,JOE6971,625 ng/mL,9/13/2022,7:29,C5,0.128
BW25113,ΔacrAB::kan,JOE6974,625 ng/mL,9/13/2022,7:29,C6,0.096
BW25113,ΔacrAB,JOE6975,625 ng/mL,9/13/2022,7:29,C7,0.096
BW25113,ΔacrAB ΔmdtK,JOE7051,625 ng/mL,9/13/2022,7:29,C8,0.096
BW25113,ΔacrAB ΔmdtK,JOE7052,625 ng/mL,9/13/2022,7:29,C9,0.097
BW25113,wt,JOE6970,313 ng/mL,9/13/2022,7:29,D4,0.341
BW25113,ΔmdtK::kan,JOE6971,313 ng/mL,9/13/2022,7:29,D5,0.293
BW25113,ΔacrAB::kan,JOE6974,313 ng/mL,9/13/2022,7:29,D6,0.098
BW25113,ΔacrAB,JOE6975,313 ng/mL,9/13/2022,7:29,D7,0.098
BW25113,ΔacrAB ΔmdtK,JOE7051,313 ng/mL,9/13/2022,7:29,D8,0.103
BW25113,ΔacrAB ΔmdtK,JOE7052,313 ng/mL,9/13/2022,7:29,D9,0.101
BW25113,wt,JOE6970,156 ng/mL,9/13/2022,7:29,E4,0.516
BW25113,ΔmdtK::kan,JOE6971,156 ng/mL,9/13/2022,7:29,E5,0.466
BW25113,ΔacrAB::kan,JOE6974,156 ng/mL,9/13/2022,7:29,E6,0.111
BW25113,ΔacrAB,JOE6975,156 ng/mL,9/13/2022,7:29,E7,0.109
BW25113,ΔacrAB ΔmdtK,JOE7051,156 ng/mL,9/13/2022,7:29,E8,0.115
BW25113,ΔacrAB ΔmdtK,JOE7052,156 ng/mL,9/13/2022,7:29,E9,0.112
BW25113,wt,JOE6970,78 ng/mL,9/13/2022,7:29,F4,0.779
BW25113,ΔmdtK::kan,JOE6971,78 ng/mL,9/13/2022,7:29,F5,0.682
BW25113,ΔacrAB::kan,JOE6974,78 ng/mL,9/13/2022,7:29,F6,0.163
BW25113,ΔacrAB,JOE6975,78 ng/mL,9/13/2022,7:29,F7,0.18
BW25113,ΔacrAB ΔmdtK,JOE7051,78 ng/mL,9/13/2022,7:29,F8,0.199
BW25113,ΔacrAB ΔmdtK,JOE7052,78 ng/mL,9/13/2022,7:29,F9,0.182
BW25113,wt,JOE6970,0 ng/mL,9/13/2022,7:29,H4,1.037
BW25113,ΔmdtK::kan,JOE6971,0 ng/mL,9/13/2022,7:29,H5,1.026
BW25113,ΔacrAB::kan,JOE6974,0 ng/mL,9/13/2022,7:29,H6,0.868
BW25113,ΔacrAB,JOE6975,0 ng/mL,9/13/2022,7:29,H7,0.93
BW25113,ΔacrAB ΔmdtK,JOE7051,0 ng/mL,9/13/2022,7:29,H8,1.034
BW25113,ΔacrAB ΔmdtK,JOE7052,0 ng/mL,9/13/2022,7:29,H9,1.019
BW25113,wt,JOE6970,625 ng/mL,7/25/2022,7:59,C4,0.145
BW25113,ΔmdtK::kan,JOE6971,625 ng/mL,7/25/2022,7:59,C5,0.131
BW25113,ΔacrAB::kan,JOE6974,625 ng/mL,7/25/2022,7:59,C6,0.095
BW25113,ΔacrAB,JOE6975,625 ng/mL,7/25/2022,7:59,C7,0.098
BW25113,ΔacrAB ΔmdtK,JOE7051,625 ng/mL,7/25/2022,7:59,C8,0.098
BW25113,ΔacrAB ΔmdtK,JOE7052,625 ng/mL,7/25/2022,7:59,C9,0.098
BW25113,wt,JOE6970,313 ng/mL,7/25/2022,7:59,D4,0.362
BW25113,ΔmdtK::kan,JOE6971,313 ng/mL,7/25/2022,7:59,D5,0.339
BW25113,ΔacrAB::kan,JOE6974,313 ng/mL,7/25/2022,7:59,D6,0.099
BW25113,ΔacrAB,JOE6975,313 ng/mL,7/25/2022,7:59,D7,0.102
BW25113,ΔacrAB ΔmdtK,JOE7051,313 ng/mL,7/25/2022,7:59,D8,0.1
BW25113,ΔacrAB ΔmdtK,JOE7052,313 ng/mL,7/25/2022,7:59,D9,0.103
BW25113,wt,JOE6970,156 ng/mL,7/25/2022,7:59,E4,0.551
BW25113,ΔmdtK::kan,JOE6971,156 ng/mL,7/25/2022,7:59,E5,0.557
BW25113,ΔacrAB::kan,JOE6974,156 ng/mL,7/25/2022,7:59,E6,0.121
BW25113,ΔacrAB,JOE6975,156 ng/mL,7/25/2022,7:59,E7,0.115
BW25113,ΔacrAB ΔmdtK,JOE7051,156 ng/mL,7/25/2022,7:59,E8,0.114
BW25113,ΔacrAB ΔmdtK,JOE7052,156 ng/mL,7/25/2022,7:59,E9,0.113
BW25113,wt,JOE6970,78 ng/mL,7/25/2022,7:59,F4,0.866
BW25113,ΔmdtK::kan,JOE6971,78 ng/mL,7/25/2022,7:59,F5,0.85
BW25113,ΔacrAB::kan,JOE6974,78 ng/mL,7/25/2022,7:59,F6,0.228
BW25113,ΔacrAB,JOE6975,78 ng/mL,7/25/2022,7:59,F7,0.201
BW25113,ΔacrAB ΔmdtK,JOE7051,78 ng/mL,7/25/2022,7:59,F8,0.189
BW25113,ΔacrAB ΔmdtK,JOE7052,78 ng/mL,7/25/2022,7:59,F9,0.189
BW25113,wt,JOE6970,0 ng/mL,7/25/2022,7:59,H4,1.15
BW25113,ΔmdtK::kan,JOE6971,0 ng/mL,7/25/2022,7:59,H5,1.124
BW25113,ΔacrAB::kan,JOE6974,0 ng/mL,7/25/2022,7:59,H6,1.075
BW25113,ΔacrAB,JOE6975,0 ng/mL,7/25/2022,7:59,H7,1.051
BW25113,ΔacrAB ΔmdtK,JOE7051,0 ng/mL,7/25/2022,7:59,H8,1.157
BW25113,ΔacrAB ΔmdtK,JOE7052,0 ng/mL,7/25/2022,7:59,H9,1.143
BW25113,wt,JOE6970,625 ng/mL,9/13/2022,7:59,C4,0.15
BW25113,ΔmdtK::kan,JOE6971,625 ng/mL,9/13/2022,7:59,C5,0.133
BW25113,ΔacrAB::kan,JOE6974,625 ng/mL,9/13/2022,7:59,C6,0.096
BW25113,ΔacrAB,JOE6975,625 ng/mL,9/13/2022,7:59,C7,0.096
BW25113,ΔacrAB ΔmdtK,JOE7051,625 ng/mL,9/13/2022,7:59,C8,0.096
BW25113,ΔacrAB ΔmdtK,JOE7052,625 ng/mL,9/13/2022,7:59,C9,0.097
BW25113,wt,JOE6970,313 ng/mL,9/13/2022,7:59,D4,0.388
BW25113,ΔmdtK::kan,JOE6971,313 ng/mL,9/13/2022,7:59,D5,0.334
BW25113,ΔacrAB::kan,JOE6974,313 ng/mL,9/13/2022,7:59,D6,0.098
BW25113,ΔacrAB,JOE6975,313 ng/mL,9/13/2022,7:59,D7,0.098
BW25113,ΔacrAB ΔmdtK,JOE7051,313 ng/mL,9/13/2022,7:59,D8,0.104
BW25113,ΔacrAB ΔmdtK,JOE7052,313 ng/mL,9/13/2022,7:59,D9,0.102
BW25113,wt,JOE6970,156 ng/mL,9/13/2022,7:59,E4,0.567
BW25113,ΔmdtK::kan,JOE6971,156 ng/mL,9/13/2022,7:59,E5,0.508
BW25113,ΔacrAB::kan,JOE6974,156 ng/mL,9/13/2022,7:59,E6,0.113
BW25113,ΔacrAB,JOE6975,156 ng/mL,9/13/2022,7:59,E7,0.111
BW25113,ΔacrAB ΔmdtK,JOE7051,156 ng/mL,9/13/2022,7:59,E8,0.118
BW25113,ΔacrAB ΔmdtK,JOE7052,156 ng/mL,9/13/2022,7:59,E9,0.113
BW25113,wt,JOE6970,78 ng/mL,9/13/2022,7:59,F4,0.843
BW25113,ΔmdtK::kan,JOE6971,78 ng/mL,9/13/2022,7:59,F5,0.744
BW25113,ΔacrAB::kan,JOE6974,78 ng/mL,9/13/2022,7:59,F6,0.18
BW25113,ΔacrAB,JOE6975,78 ng/mL,9/13/2022,7:59,F7,0.202
BW25113,ΔacrAB ΔmdtK,JOE7051,78 ng/mL,9/13/2022,7:59,F8,0.227
BW25113,ΔacrAB ΔmdtK,JOE7052,78 ng/mL,9/13/2022,7:59,F9,0.201
BW25113,wt,JOE6970,0 ng/mL,9/13/2022,7:59,H4,1.121
BW25113,ΔmdtK::kan,JOE6971,0 ng/mL,9/13/2022,7:59,H5,1.111
BW25113,ΔacrAB::kan,JOE6974,0 ng/mL,9/13/2022,7:59,H6,0.978
BW25113,ΔacrAB,JOE6975,0 ng/mL,9/13/2022,7:59,H7,1.026
BW25113,ΔacrAB ΔmdtK,JOE7051,0 ng/mL,9/13/2022,7:59,H8,1.138
BW25113,ΔacrAB ΔmdtK,JOE7052,0 ng/mL,9/13/2022,7:59,H9,1.125
BW25113,wt,JOE6970,625 ng/mL,7/25/2022,8:29,C4,0.151
BW25113,ΔmdtK::kan,JOE6971,625 ng/mL,7/25/2022,8:29,C5,0.136
BW25113,ΔacrAB::kan,JOE6974,625 ng/mL,7/25/2022,8:29,C6,0.095
BW25113,ΔacrAB,JOE6975,625 ng/mL,7/25/2022,8:29,C7,0.098
BW25113,ΔacrAB ΔmdtK,JOE7051,625 ng/mL,7/25/2022,8:29,C8,0.098
BW25113,ΔacrAB ΔmdtK,JOE7052,625 ng/mL,7/25/2022,8:29,C9,0.098
BW25113,wt,JOE6970,313 ng/mL,7/25/2022,8:29,D4,0.406
BW25113,ΔmdtK::kan,JOE6971,313 ng/mL,7/25/2022,8:29,D5,0.381
