Strain,Mutations,Number/ID,Levo Conc.,IPTG,Date Recorded,Time,Well Number,Well Reading
BL21,Δ7,JOE7061,0.156 ng/mL,+,2/22/2023,3:29,F4,0.117
BL21,Δ7,JOE7062,0.156 ng/mL,-,2/22/2023,3:29,F10,0.125
BL21,Δ7,JOE7062,0.156 ng/mL,+,2/22/2023,3:29,F5,0.114
BL21,Δ7,JOE7063,0.156 ng/mL,-,2/22/2023,3:29,F11,0.118
BL21,Δ7,JOE7063,0.156 ng/mL,+,2/22/2023,3:29,F6,0.112
BL21,Δ7,JOE7059,0.078 ng/mL,-,2/22/2023,3:29,G7,0.128
BL21,Δ7,JOE7059,0.078 ng/mL,+,2/22/2023,3:29,G2,0.121
BL21,Δ7,JOE7060,0.078 ng/mL,-,2/22/2023,3:29,G8,0.119
BL21,Δ7,JOE7060,0.078 ng/mL,+,2/22/2023,3:29,G3,0.113
BL21,Δ7,JOE7061,0.078 ng/mL,-,2/22/2023,3:29,G9,0.117
BL21,Δ7,JOE7061,0.078 ng/mL,+,2/22/2023,3:29,G4,0.115
BL21,Δ7,JOE7062,0.078 ng/mL,-,2/22/2023,3:29,G10,0.122
BL21,Δ7,JOE7062,0.078 ng/mL,+,2/22/2023,3:29,G5,0.112
BL21,Δ7,JOE7063,0.078 ng/mL,-,2/22/2023,3:29,G11,0.117
BL21,Δ7,JOE7063,0.078 ng/mL,+,2/22/2023,3:29,G6,0.111
BL21,Δ7,JOE7059,0 ng/mL,-,2/22/2023,3:29,H7,0.127
BL21,Δ7,JOE7059,0 ng/mL,+,2/22/2023,3:29,H2,0.124
BL21,Δ7,JOE7060,0 ng/mL,-,2/22/2023,3:29,H8,0.118
BL21,Δ7,JOE7060,0 ng/mL,+,2/22/2023,3:29,H3,0.117
BL21,Δ7,JOE7061,0 ng/mL,-,2/22/2023,3:29,H9,0.119
BL21,Δ7,JOE7061,0 ng/mL,+,2/22/2023,3:29,H4,0.121
BL21,Δ7,JOE7062,0 ng/mL,-,2/22/2023,3:29,H10,0.124
BL21,Δ7,JOE7062,0 ng/mL,+,2/22/2023,3:29,H5,0.114
BL21,Δ7,JOE7063,0 ng/mL,-,2/22/2023,3:29,H11,0.116
BL21,Δ7,JOE7063,0 ng/mL,+,2/22/2023,3:29,H6,0.112
BL21,Δ7,JOE7059,0.313 ng/mL,-,2/2/2023,3:59,E7,0.165
BL21,Δ7,JOE7059,0.313 ng/mL,+,2/2/2023,3:59,E2,0.149
BL21,Δ7,JOE7060,0.313 ng/mL,-,2/2/2023,3:59,E8,0.138
BL21,Δ7,JOE7060,0.313 ng/mL,+,2/2/2023,3:59,E3,0.129
BL21,Δ7,JOE7061,0.313 ng/mL,-,2/2/2023,3:59,E9,0.133
BL21,Δ7,JOE7061,0.313 ng/mL,+,2/2/2023,3:59,E4,0.136
BL21,Δ7,JOE7062,0.313 ng/mL,-,2/2/2023,3:59,E10,0.136
BL21,Δ7,JOE7062,0.313 ng/mL,+,2/2/2023,3:59,E5,0.132
BL21,Δ7,JOE7063,0.313 ng/mL,-,2/2/2023,3:59,E11,0.137
BL21,Δ7,JOE7063,0.313 ng/mL,+,2/2/2023,3:59,E6,0.125
BL21,Δ7,JOE7059,0.156 ng/mL,-,2/2/2023,3:59,F7,0.165
BL21,Δ7,JOE7059,0.156 ng/mL,+,2/2/2023,3:59,F2,0.145
BL21,Δ7,JOE7060,0.156 ng/mL,-,2/2/2023,3:59,F8,0.136
BL21,Δ7,JOE7060,0.156 ng/mL,+,2/2/2023,3:59,F3,0.129
BL21,Δ7,JOE7061,0.156 ng/mL,-,2/2/2023,3:59,F9,0.132
BL21,Δ7,JOE7061,0.156 ng/mL,+,2/2/2023,3:59,F4,0.132
BL21,Δ7,JOE7062,0.156 ng/mL,-,2/2/2023,3:59,F10,0.134
BL21,Δ7,JOE7062,0.156 ng/mL,+,2/2/2023,3:59,F5,0.13
BL21,Δ7,JOE7063,0.156 ng/mL,-,2/2/2023,3:59,F11,0.135
BL21,Δ7,JOE7063,0.156 ng/mL,+,2/2/2023,3:59,F6,0.125
BL21,Δ7,JOE7059,0.078 ng/mL,-,2/2/2023,3:59,G7,0.158
BL21,Δ7,JOE7059,0.078 ng/mL,+,2/2/2023,3:59,G2,0.145
BL21,Δ7,JOE7060,0.078 ng/mL,-,2/2/2023,3:59,G8,0.133
BL21,Δ7,JOE7060,0.078 ng/mL,+,2/2/2023,3:59,G3,0.128
BL21,Δ7,JOE7061,0.078 ng/mL,-,2/2/2023,3:59,G9,0.131
BL21,Δ7,JOE7061,0.078 ng/mL,+,2/2/2023,3:59,G4,0.131
BL21,Δ7,JOE7062,0.078 ng/mL,-,2/2/2023,3:59,G10,0.132
BL21,Δ7,JOE7062,0.078 ng/mL,+,2/2/2023,3:59,G5,0.128
BL21,Δ7,JOE7063,0.078 ng/mL,-,2/2/2023,3:59,G11,0.134
BL21,Δ7,JOE7063,0.078 ng/mL,+,2/2/2023,3:59,G6,0.124
BL21,Δ7,JOE7059,0 ng/mL,-,2/2/2023,3:59,H7,0.155
BL21,Δ7,JOE7059,0 ng/mL,+,2/2/2023,3:59,H2,0.14
BL21,Δ7,JOE7060,0 ng/mL,-,2/2/2023,3:59,H8,0.133
BL21,Δ7,JOE7060,0 ng/mL,+,2/2/2023,3:59,H3,0.122
BL21,Δ7,JOE7061,0 ng/mL,-,2/2/2023,3:59,H9,0.129
BL21,Δ7,JOE7061,0 ng/mL,+,2/2/2023,3:59,H4,0.128
BL21,Δ7,JOE7062,0 ng/mL,-,2/2/2023,3:59,H10,0.132
BL21,Δ7,JOE7062,0 ng/mL,+,2/2/2023,3:59,H5,0.125
BL21,Δ7,JOE7063,0 ng/mL,-,2/2/2023,3:59,H11,0.131
BL21,Δ7,JOE7063,0 ng/mL,+,2/2/2023,3:59,H6,0.123
BL21,Δ7,JOE7059,0.313 ng/mL,-,2/9/2023,3:59,E7,0.144
BL21,Δ7,JOE7059,0.313 ng/mL,+,2/9/2023,3:59,E2,0.142
BL21,Δ7,JOE7060,0.313 ng/mL,-,2/9/2023,3:59,E8,0.129
BL21,Δ7,JOE7060,0.313 ng/mL,+,2/9/2023,3:59,E3,0.124
BL21,Δ7,JOE7061,0.313 ng/mL,-,2/9/2023,3:59,E9,0.157
BL21,Δ7,JOE7061,0.313 ng/mL,+,2/9/2023,3:59,E4,0.15
BL21,Δ7,JOE7062,0.313 ng/mL,-,2/9/2023,3:59,E10,0.141
BL21,Δ7,JOE7062,0.313 ng/mL,+,2/9/2023,3:59,E5,0.138
BL21,Δ7,JOE7063,0.313 ng/mL,-,2/9/2023,3:59,E11,0.146
BL21,Δ7,JOE7063,0.313 ng/mL,+,2/9/2023,3:59,E6,0.149
BL21,Δ7,JOE7059,0.156 ng/mL,-,2/9/2023,3:59,F7,0.142
BL21,Δ7,JOE7059,0.156 ng/mL,+,2/9/2023,3:59,F2,0.142
BL21,Δ7,JOE7060,0.156 ng/mL,-,2/9/2023,3:59,F8,0.129
BL21,Δ7,JOE7060,0.156 ng/mL,+,2/9/2023,3:59,F3,0.126
BL21,Δ7,JOE7061,0.156 ng/mL,-,2/9/2023,3:59,F9,0.154
BL21,Δ7,JOE7061,0.156 ng/mL,+,2/9/2023,3:59,F4,0.15
BL21,Δ7,JOE7062,0.156 ng/mL,-,2/9/2023,3:59,F10,0.14
BL21,Δ7,JOE7062,0.156 ng/mL,+,2/9/2023,3:59,F5,0.139
BL21,Δ7,JOE7063,0.156 ng/mL,-,2/9/2023,3:59,F11,0.145
BL21,Δ7,JOE7063,0.156 ng/mL,+,2/9/2023,3:59,F6,0.144
BL21,Δ7,JOE7059,0.078 ng/mL,-,2/9/2023,3:59,G7,0.138
BL21,Δ7,JOE7059,0.078 ng/mL,+,2/9/2023,3:59,G2,0.138
BL21,Δ7,JOE7060,0.078 ng/mL,-,2/9/2023,3:59,G8,0.129
BL21,Δ7,JOE7060,0.078 ng/mL,+,2/9/2023,3:59,G3,0.122
BL21,Δ7,JOE7061,0.078 ng/mL,-,2/9/2023,3:59,G9,0.152
BL21,Δ7,JOE7061,0.078 ng/mL,+,2/9/2023,3:59,G4,0.144
BL21,Δ7,JOE7062,0.078 ng/mL,-,2/9/2023,3:59,G10,0.135
BL21,Δ7,JOE7062,0.078 ng/mL,+,2/9/2023,3:59,G5,0.137
BL21,Δ7,JOE7063,0.078 ng/mL,-,2/9/2023,3:59,G11,0.143
BL21,Δ7,JOE7063,0.078 ng/mL,+,2/9/2023,3:59,G6,0.142
BL21,Δ7,JOE7059,0 ng/mL,-,2/9/2023,3:59,H7,0.141
BL21,Δ7,JOE7059,0 ng/mL,+,2/9/2023,3:59,H2,0.136
BL21,Δ7,JOE7060,0 ng/mL,-,2/9/2023,3:59,H8,0.125
BL21,Δ7,JOE7060,0 ng/mL,+,2/9/2023,3:59,H3,0.125
BL21,Δ7,JOE7061,0 ng/mL,-,2/9/2023,3:59,H9,0.151
BL21,Δ7,JOE7061,0 ng/mL,+,2/9/2023,3:59,H4,0.143
BL21,Δ7,JOE7062,0 ng/mL,-,2/9/2023,3:59,H10,0.136
BL21,Δ7,JOE7062,0 ng/mL,+,2/9/2023,3:59,H5,0.132
BL21,Δ7,JOE7063,0 ng/mL,-,2/9/2023,3:59,H11,0.142
BL21,Δ7,JOE7063,0 ng/mL,+,2/9/2023,3:59,H6,0.14
BL21,Δ7,JOE7059,0.313 ng/mL,-,2/17/2023,3:59,E7,0.138
BL21,Δ7,JOE7059,0.313 ng/mL,+,2/17/2023,3:59,E2,0.127
BL21,Δ7,JOE7060,0.313 ng/mL,-,2/17/2023,3:59,E8,0.131
BL21,Δ7,JOE7060,0.313 ng/mL,+,2/17/2023,3:59,E3,0.129
BL21,Δ7,JOE7061,0.313 ng/mL,-,2/17/2023,3:59,E9,0.133
BL21,Δ7,JOE7061,0.313 ng/mL,+,2/17/2023,3:59,E4,0.126
BL21,Δ7,JOE7062,0.313 ng/mL,-,2/17/2023,3:59,E10,0.128
BL21,Δ7,JOE7062,0.313 ng/mL,+,2/17/2023,3:59,E5,0.118
BL21,Δ7,JOE7063,0.313 ng/mL,-,2/17/2023,3:59,E11,0.124
BL21,Δ7,JOE7063,0.313 ng/mL,+,2/17/2023,3:59,E6,0.127
BL21,Δ7,JOE7059,0.156 ng/mL,-,2/17/2023,3:59,F7,0.136
BL21,Δ7,JOE7059,0.156 ng/mL,+,2/17/2023,3:59,F2,0.125
BL21,Δ7,JOE7060,0.156 ng/mL,-,2/17/2023,3:59,F8,0.131
BL21,Δ7,JOE7060,0.156 ng/mL,+,2/17/2023,3:59,F3,0.125
BL21,Δ7,JOE7061,0.156 ng/mL,-,2/17/2023,3:59,F9,0.133
BL21,Δ7,JOE7061,0.156 ng/mL,+,2/17/2023,3:59,F4,0.122
BL21,Δ7,JOE7062,0.156 ng/mL,-,2/17/2023,3:59,F10,0.126
BL21,Δ7,JOE7062,0.156 ng/mL,+,2/17/2023,3:59,F5,0.117
BL21,Δ7,JOE7063,0.156 ng/mL,-,2/17/2023,3:59,F11,0.127
BL21,Δ7,JOE7063,0.156 ng/mL,+,2/17/2023,3:59,F6,0.117
BL21,Δ7,JOE7059,0.078 ng/mL,-,2/17/2023,3:59,G7,0.133
BL21,Δ7,JOE7059,0.078 ng/mL,+,2/17/2023,3:59,G2,0.125
BL21,Δ7,JOE7060,0.078 ng/mL,-,2/17/2023,3:59,G8,0.131
BL21,Δ7,JOE7060,0.078 ng/mL,+,2/17/2023,3:59,G3,0.123
BL21,Δ7,JOE7061,0.078 ng/mL,-,2/17/2023,3:59,G9,0.129
BL21,Δ7,JOE7061,0.078 ng/mL,+,2/17/2023,3:59,G4,0.124
BL21,Δ7,JOE7062,0.078 ng/mL,-,2/17/2023,3:59,G10,0.125
BL21,Δ7,JOE7062,0.078 ng/mL,+,2/17/2023,3:59,G5,0.117
BL21,Δ7,JOE7063,0.078 ng/mL,-,2/17/2023,3:59,G11,0.125
BL21,Δ7,JOE7063,0.078 ng/mL,+,2/17/2023,3:59,G6,0.118
BL21,Δ7,JOE7059,0 ng/mL,-,2/17/2023,3:59,H7,0.135
BL21,Δ7,JOE7059,0 ng/mL,+,2/17/2023,3:59,H2,0.124
BL21,Δ7,JOE7060,0 ng/mL,-,2/17/2023,3:59,H8,0.128
BL21,Δ7,JOE7060,0 ng/mL,+,2/17/2023,3:59,H3,0.121
BL21,Δ7,JOE7061,0 ng/mL,-,2/17/2023,3:59,H9,0.128
BL21,Δ7,JOE7061,0 ng/mL,+,2/17/2023,3:59,H4,0.122
BL21,Δ7,JOE7062,0 ng/mL,-,2/17/2023,3:59,H10,0.125
BL21,Δ7,JOE7062,0 ng/mL,+,2/17/2023,3:59,H5,0.116
BL21,Δ7,JOE7063,0 ng/mL,-,2/17/2023,3:59,H11,0.124
BL21,Δ7,JOE7063,0 ng/mL,+,2/17/2023,3:59,H6,0.116
BL21,Δ7,JOE7059,0.313 ng/mL,-,2/22/2023,3:59,E7,0.152
BL21,Δ7,JOE7059,0.313 ng/mL,+,2/22/2023,3:59,E2,0.142
BL21,Δ7,JOE7060,0.313 ng/mL,-,2/22/2023,3:59,E8,0.136
BL21,Δ7,JOE7060,0.313 ng/mL,+,2/22/2023,3:59,E3,0.131
BL21,Δ7,JOE7061,0.313 ng/mL,-,2/22/2023,3:59,E9,0.139
BL21,Δ7,JOE7062,0.313 ng/mL,+,2/22/2023,3:59,E4,0.138
BL21,Δ7,JOE7062,0.313 ng/mL,-,2/22/2023,3:59,E10,0.147
BL21,Δ7,JOE7062,0.313 ng/mL,+,2/22/2023,3:59,E5,0.13
BL21,Δ7,JOE7063,0.313 ng/mL,-,2/22/2023,3:59,E11,0.133
BL21,Δ7,JOE7063,0.313 ng/mL,+,2/22/2023,3:59,E6,0.122
BL21,Δ7,JOE7059,0.156 ng/mL,-,2/22/2023,3:59,F7,0.152
BL21,Δ7,JOE7059,0.156 ng/mL,+,2/22/2023,3:59,F2,0.14
BL21,Δ7,JOE7060,0.156 ng/mL,-,2/22/2023,3:59,F8,0.135
BL21,Δ7,JOE7060,0.156 ng/mL,+,2/22/2023,3:59,F3,0.132
BL21,Δ7,JOE7061,0.156 ng/mL,-,2/22/2023,3:59,F9,0.138
BL21,Δ7,JOE7061,0.156 ng/mL,+,2/22/2023,3:59,F4,0.132
BL21,Δ7,JOE7062,0.156 ng/mL,-,2/22/2023,3:59,F10,0.146
BL21,Δ7,JOE7062,0.156 ng/mL,+,2/22/2023,3:59,F5,0.128
BL21,Δ7,JOE7063,0.156 ng/mL,-,2/22/2023,3:59,F11,0.133
BL21,Δ7,JOE7063,0.156 ng/mL,+,2/22/2023,3:59,F6,0.125
BL21,Δ7,JOE7059,0.078 ng/mL,-,2/22/2023,3:59,G7,0.149
BL21,Δ7,JOE7059,0.078 ng/mL,+,2/22/2023,3:59,G2,0.139
BL21,Δ7,JOE7060,0.078 ng/mL,-,2/22/2023,3:59,G8,0.136
BL21,Δ7,JOE7060,0.078 ng/mL,+,2/22/2023,3:59,G3,0.127
BL21,Δ7,JOE7061,0.078 ng/mL,-,2/22/2023,3:59,G9,0.133
BL21,Δ7,JOE7061,0.078 ng/mL,+,2/22/2023,3:59,G4,0.129
BL21,Δ7,JOE7062,0.078 ng/mL,-,2/22/2023,3:59,G10,0.14
BL21,Δ7,JOE7062,0.078 ng/mL,+,2/22/2023,3:59,G5,0.124
BL21,Δ7,JOE7063,0.078 ng/mL,-,2/22/2023,3:59,G11,0.131
BL21,Δ7,JOE7063,0.078 ng/mL,+,2/22/2023,3:59,G6,0.122
BL21,Δ7,JOE7059,0 ng/mL,-,2/22/2023,3:59,H7,0.147
BL21,Δ7,JOE7059,0 ng/mL,+,2/22/2023,3:59,H2,0.142
BL21,Δ7,JOE7060,0 ng/mL,-,2/22/2023,3:59,H8,0.134
BL21,Δ7,JOE7060,0 ng/mL,+,2/22/2023,3:59,H3,0.13
BL21,Δ7,JOE7061,0 ng/mL,-,2/22/2023,3:59,H9,0.136
BL21,Δ7,JOE7061,0 ng/mL,+,2/22/2023,3:59,H4,0.137
BL21,Δ7,JOE7062,0 ng/mL,-,2/22/2023,3:59,H10,0.143
BL21,Δ7,JOE7062,0 ng/mL,+,2/22/2023,3:59,H5,0.127
BL21,Δ7,JOE7063,0 ng/mL,-,2/22/2023,3:59,H11,0.13
BL21,Δ7,JOE7063,0 ng/mL,+,2/22/2023,3:59,H6,0.123
BL21,Δ7,JOE7059,0.313 ng/mL,-,2/2/2023,4:29,E7,0.204
BL21,Δ7,JOE7059,0.313 ng/mL,+,2/2/2023,4:29,E2,0.181
BL21,Δ7,JOE7060,0.313 ng/mL,-,2/2/2023,4:29,E8,0.166
BL21,Δ7,JOE7060,0.313 ng/mL,+,2/2/2023,4:29,E3,0.151
BL21,Δ7,JOE7061,0.313 ng/mL,-,2/2/2023,4:29,E9,0.157
BL21,Δ7,JOE7061,0.313 ng/mL,+,2/2/2023,4:29,E4,0.161
BL21,Δ7,JOE7062,0.313 ng/mL,-,2/2/2023,4:29,E10,0.161
BL21,Δ7,JOE7062,0.313 ng/mL,+,2/2/2023,4:29,E5,0.155
BL21,Δ7,JOE7063,0.313 ng/mL,-,2/2/2023,4:29,E11,0.162
BL21,Δ7,JOE7063,0.313 ng/mL,+,2/2/2023,4:29,E6,0.146
BL21,Δ7,JOE7059,0.156 ng/mL,-,2/2/2023,4:29,F7,0.205
BL21,Δ7,JOE7059,0.156 ng/mL,+,2/2/2023,4:29,F2,0.177
BL21,Δ7,JOE7060,0.156 ng/mL,-,2/2/2023,4:29,F8,0.162
BL21,Δ7,JOE7060,0.156 ng/mL,+,2/2/2023,4:29,F3,0.151
BL21,Δ7,JOE7061,0.156 ng/mL,-,2/2/2023,4:29,F9,0.157
BL21,Δ7,JOE7061,0.156 ng/mL,+,2/2/2023,4:29,F4,0.156
BL21,Δ7,JOE7062,0.156 ng/mL,-,2/2/2023,4:29,F10,0.159
BL21,Δ7,JOE7062,0.156 ng/mL,+,2/2/2023,4:29,F5,0.153
BL21,Δ7,JOE7063,0.156 ng/mL,-,2/2/2023,4:29,F11,0.16
BL21,Δ7,JOE7063,0.156 ng/mL,+,2/2/2023,4:29,F6,0.145
BL21,Δ7,JOE7059,0.078 ng/mL,-,2/2/2023,4:29,G7,0.194
BL21,Δ7,JOE7059,0.078 ng/mL,+,2/2/2023,4:29,G2,0.175
BL21,Δ7,JOE7060,0.078 ng/mL,-,2/2/2023,4:29,G8,0.159
BL21,Δ7,JOE7060,0.078 ng/mL,+,2/2/2023,4:29,G3,0.147
BL21,Δ7,JOE7061,0.078 ng/mL,-,2/2/2023,4:29,G9,0.153
BL21,Δ7,JOE7061,0.078 ng/mL,+,2/2/2023,4:29,G4,0.153
BL21,Δ7,JOE7062,0.078 ng/mL,-,2/2/2023,4:29,G10,0.156
BL21,Δ7,JOE7062,0.078 ng/mL,+,2/2/2023,4:29,G5,0.15
BL21,Δ7,JOE7063,0.078 ng/mL,-,2/2/2023,4:29,G11,0.158
BL21,Δ7,JOE7063,0.078 ng/mL,+,2/2/2023,4:29,G6,0.143
BL21,Δ7,JOE7059,0 ng/mL,-,2/2/2023,4:29,H7,0.194
BL21,Δ7,JOE7059,0 ng/mL,+,2/2/2023,4:29,H2,0.168
BL21,Δ7,JOE7060,0 ng/mL,-,2/2/2023,4:29,H8,0.156
BL21,Δ7,JOE7060,0 ng/mL,+,2/2/2023,4:29,H3,0.142
BL21,Δ7,JOE7061,0 ng/mL,-,2/2/2023,4:29,H9,0.151
BL21,Δ7,JOE7061,0 ng/mL,+,2/2/2023,4:29,H4,0.148
BL21,Δ7,JOE7062,0 ng/mL,-,2/2/2023,4:29,H10,0.155
BL21,Δ7,JOE7062,0 ng/mL,+,2/2/2023,4:29,H5,0.146
BL21,Δ7,JOE7063,0 ng/mL,-,2/2/2023,4:29,H11,0.154
BL21,Δ7,JOE7063,0 ng/mL,+,2/2/2023,4:29,H6,0.141
BL21,Δ7,JOE7059,0.313 ng/mL,-,2/9/2023,4:29,E7,0.171
BL21,Δ7,JOE7059,0.313 ng/mL,+,2/9/2023,4:29,E2,0.165
BL21,Δ7,JOE7060,0.313 ng/mL,-,2/9/2023,4:29,E8,0.15
BL21,Δ7,JOE7060,0.313 ng/mL,+,2/9/2023,4:29,E3,0.141
BL21,Δ7,JOE7061,0.313 ng/mL,-,2/9/2023,4:29,E9,0.186
BL21,Δ7,JOE7061,0.313 ng/mL,+,2/9/2023,4:29,E4,0.179
BL21,Δ7,JOE7062,0.313 ng/mL,-,2/9/2023,4:29,E10,0.167
BL21,Δ7,JOE7062,0.313 ng/mL,+,2/9/2023,4:29,E5,0.161
BL21,Δ7,JOE7063,0.313 ng/mL,-,2/9/2023,4:29,E11,0.172
BL21,Δ7,JOE7063,0.313 ng/mL,+,2/9/2023,4:29,E6,0.174
BL21,Δ7,JOE7059,0.156 ng/mL,-,2/9/2023,4:29,F7,0.169
BL21,Δ7,JOE7059,0.156 ng/mL,+,2/9/2023,4:29,F2,0.166
BL21,Δ7,JOE7060,0.156 ng/mL,-,2/9/2023,4:29,F8,0.149
BL21,Δ7,JOE7060,0.156 ng/mL,+,2/9/2023,4:29,F3,0.143
BL21,Δ7,JOE7061,0.156 ng/mL,-,2/9/2023,4:29,F9,0.186
BL21,Δ7,JOE7061,0.156 ng/mL,+,2/9/2023,4:29,F4,0.181
BL21,Δ7,JOE7062,0.156 ng/mL,-,2/9/2023,4:29,F10,0.166
BL21,Δ7,JOE7062,0.156 ng/mL,+,2/9/2023,4:29,F5,0.166
BL21,Δ7,JOE7063,0.156 ng/mL,-,2/9/2023,4:29,F11,0.173
BL21,Δ7,JOE7063,0.156 ng/mL,+,2/9/2023,4:29,F6,0.172
BL21,Δ7,JOE7059,0.078 ng/mL,-,2/9/2023,4:29,G7,0.163
BL21,Δ7,JOE7059,0.078 ng/mL,+,2/9/2023,4:29,G2,0.162
BL21,Δ7,JOE7060,0.078 ng/mL,-,2/9/2023,4:29,G8,0.149
BL21,Δ7,JOE7060,0.078 ng/mL,+,2/9/2023,4:29,G3,0.139
BL21,Δ7,JOE7061,0.078 ng/mL,-,2/9/2023,4:29,G9,0.183
BL21,Δ7,JOE7061,0.078 ng/mL,+,2/9/2023,4:29,G4,0.172
BL21,Δ7,JOE7062,0.078 ng/mL,-,2/9/2023,4:29,G10,0.158
BL21,Δ7,JOE7062,0.078 ng/mL,+,2/9/2023,4:29,G5,0.162
BL21,Δ7,JOE7063,0.078 ng/mL,-,2/9/2023,4:29,G11,0.17
BL21,Δ7,JOE7063,0.078 ng/mL,+,2/9/2023,4:29,G6,0.168
BL21,Δ7,JOE7059,0 ng/mL,-,2/9/2023,4:29,H7,0.166
BL21,Δ7,JOE7059,0 ng/mL,+,2/9/2023,4:29,H2,0.159
BL21,Δ7,JOE7060,0 ng/mL,-,2/9/2023,4:29,H8,0.144
BL21,Δ7,JOE7060,0 ng/mL,+,2/9/2023,4:29,H3,0.141
BL21,Δ7,JOE7061,0 ng/mL,-,2/9/2023,4:29,H9,0.181
BL21,Δ7,JOE7061,0 ng/mL,+,2/9/2023,4:29,H4,0.171
BL21,Δ7,JOE7062,0 ng/mL,-,2/9/2023,4:29,H10,0.161
BL21,Δ7,JOE7062,0 ng/mL,+,2/9/2023,4:29,H5,0.155
BL21,Δ7,JOE7063,0 ng/mL,-,2/9/2023,4:29,H11,0.168
BL21,Δ7,JOE7063,0 ng/mL,+,2/9/2023,4:29,H6,0.167
BL21,Δ7,JOE7059,0.313 ng/mL,-,2/17/2023,4:29,E7,0.166
BL21,Δ7,JOE7059,0.313 ng/mL,+,2/17/2023,4:29,E2,0.146
BL21,Δ7,JOE7060,0.313 ng/mL,-,2/17/2023,4:29,E8,0.156
BL21,Δ7,JOE7060,0.313 ng/mL,+,2/17/2023,4:29,E3,0.147
BL21,Δ7,JOE7061,0.313 ng/mL,-,2/17/2023,4:29,E9,0.156
BL21,Δ7,JOE7061,0.313 ng/mL,+,2/17/2023,4:29,E4,0.146
BL21,Δ7,JOE7062,0.313 ng/mL,-,2/17/2023,4:29,E10,0.148
BL21,Δ7,JOE7062,0.313 ng/mL,+,2/17/2023,4:29,E5,0.134
BL21,Δ7,JOE7063,0.313 ng/mL,-,2/17/2023,4:29,E11,0.143
BL21,Δ7,JOE7063,0.313 ng/mL,+,2/17/2023,4:29,E6,0.149
BL21,Δ7,JOE7059,0.156 ng/mL,-,2/17/2023,4:29,F7,0.165
BL21,Δ7,JOE7059,0.156 ng/mL,+,2/17/2023,4:29,F2,0.144
BL21,Δ7,JOE7060,0.156 ng/mL,-,2/17/2023,4:29,F8,0.155
BL21,Δ7,JOE7060,0.156 ng/mL,+,2/17/2023,4:29,F3,0.145
BL21,Δ7,JOE7061,0.156 ng/mL,-,2/17/2023,4:29,F9,0.158
BL21,Δ7,JOE7061,0.156 ng/mL,+,2/17/2023,4:29,F4,0.142
BL21,Δ7,JOE7062,0.156 ng/mL,-,2/17/2023,4:29,F10,0.146
BL21,Δ7,JOE7062,0.156 ng/mL,+,2/17/2023,4:29,F5,0.133
BL21,Δ7,JOE7063,0.156 ng/mL,-,2/17/2023,4:29,F11,0.146
BL21,Δ7,JOE7063,0.156 ng/mL,+,2/17/2023,4:29,F6,0.133
BL21,Δ7,JOE7059,0.078 ng/mL,-,2/17/2023,4:29,G7,0.159
BL21,Δ7,JOE7059,0.078 ng/mL,+,2/17/2023,4:29,G2,0.143
BL21,Δ7,JOE7060,0.078 ng/mL,-,2/17/2023,4:29,G8,0.154
BL21,Δ7,JOE7060,0.078 ng/mL,+,2/17/2023,4:29,G3,0.142
BL21,Δ7,JOE7061,0.078 ng/mL,-,2/17/2023,4:29,G9,0.153
BL21,Δ7,JOE7061,0.078 ng/mL,+,2/17/2023,4:29,G4,0.143
BL21,Δ7,JOE7062,0.078 ng/mL,-,2/17/2023,4:29,G10,0.145
BL21,Δ7,JOE7062,0.078 ng/mL,+,2/17/2023,4:29,G5,0.131
BL21,Δ7,JOE7063,0.078 ng/mL,-,2/17/2023,4:29,G11,0.144
BL21,Δ7,JOE7063,0.078 ng/mL,+,2/17/2023,4:29,G6,0.133
BL21,Δ7,JOE7059,0 ng/mL,-,2/17/2023,4:29,H7,0.16
BL21,Δ7,JOE7059,0 ng/mL,+,2/17/2023,4:29,H2,0.141
BL21,Δ7,JOE7060,0 ng/mL,-,2/17/2023,4:29,H8,0.15
BL21,Δ7,JOE7060,0 ng/mL,+,2/17/2023,4:29,H3,0.14
BL21,Δ7,JOE7061,0 ng/mL,-,2/17/2023,4:29,H9,0.151
BL21,Δ7,JOE7061,0 ng/mL,+,2/17/2023,4:29,H4,0.14
BL21,Δ7,JOE7062,0 ng/mL,-,2/17/2023,4:29,H10,0.144
BL21,Δ7,JOE7062,0 ng/mL,+,2/17/2023,4:29,H5,0.13
BL21,Δ7,JOE7063,0 ng/mL,-,2/17/2023,4:29,H11,0.142
BL21,Δ7,JOE7063,0 ng/mL,+,2/17/2023,4:29,H6,0.131
BL21,Δ7,JOE7059,0.313 ng/mL,-,2/22/2023,4:29,E7,0.186
BL21,Δ7,JOE7059,0.313 ng/mL,+,2/22/2023,4:29,E2,0.169
BL21,Δ7,JOE7060,0.313 ng/mL,-,2/22/2023,4:29,E8,0.163
BL21,Δ7,JOE7060,0.313 ng/mL,+,2/22/2023,4:29,E3,0.153
BL21,Δ7,JOE7061,0.313 ng/mL,-,2/22/2023,4:29,E9,0.166
BL21,Δ7,JOE7062,0.313 ng/mL,+,2/22/2023,4:29,E4,0.161
BL21,Δ7,JOE7062,0.313 ng/mL,-,2/22/2023,4:29,E10,0.176
BL21,Δ7,JOE7062,0.313 ng/mL,+,2/22/2023,4:29,E5,0.151
